,pdb_id,lig_id,rmsd,label
164,1bcu,1bcu_949,3.25,0
165,1bcu,1bcu_967,4.74,0
166,1bcu,1bcu_971,8.05,0
167,1bcu,1bcu_977,4.69,0
168,1bcu,1bcu_980,5.75,0
169,1bcu,1bcu_981,2.98,0
170,1bcu,1bcu_983,4.69,0
171,1bcu,1bcu_984,8.42,0
172,1bcu,1bcu_989,5.64,0
173,1bcu,1bcu_991,6.66,0
174,1bcu,1bcu_996,1.92,1
175,1bcu,1bcu_native,0.0,1
176,1bzc,1bzc_101,5.24,0
177,1bzc,1bzc_111,4.98,0
178,1bzc,1bzc_142,1.3,1
179,1bzc,1bzc_190,0.68,1
180,1bzc,1bzc_217,0.75,1
181,1bzc,1bzc_223,0.77,1
182,1bzc,1bzc_225,1.01,1
183,1bzc,1bzc_260,2.01,0
184,1bzc,1bzc_265,0.7,1
185,1bzc,1bzc_300,0.76,1
186,1bzc,1bzc_323,0.74,1
187,1bzc,1bzc_375,0.69,1
188,1bzc,1bzc_409,8.42,0
189,1bzc,1bzc_412,5.63,0
190,1bzc,1bzc_414,7.55,0
191,1bzc,1bzc_427,5.29,0
192,1bzc,1bzc_43,0.83,1
193,1bzc,1bzc_439,5.75,0
194,1bzc,1bzc_440,4.88,0
195,1bzc,1bzc_443,8.24,0
196,1bzc,1bzc_449,7.59,0
197,1bzc,1bzc_461,2.98,0
198,1bzc,1bzc_463,8.03,0
199,1bzc,1bzc_464,5.34,0
200,1bzc,1bzc_466,1.99,1
201,1bzc,1bzc_469,3.03,0
202,1bzc,1bzc_473,5.26,0
203,1bzc,1bzc_481,3.38,0
204,1bzc,1bzc_487,4.6,0
205,1bzc,1bzc_502,1.75,1
206,1bzc,1bzc_504,1.4,1
207,1bzc,1bzc_522,3.16,0
208,1bzc,1bzc_524,2.61,0
209,1bzc,1bzc_526,1.76,1
210,1bzc,1bzc_527,0.96,1
211,1bzc,1bzc_530,1.49,1
212,1bzc,1bzc_539,1.75,1
213,1bzc,1bzc_546,2.88,0
214,1bzc,1bzc_549,3.19,0
215,1bzc,1bzc_556,1.77,1
216,1bzc,1bzc_558,2.77,0
217,1bzc,1bzc_566,7.26,0
218,1bzc,1bzc_577,2.02,0
219,1bzc,1bzc_579,3.13,0
220,1bzc,1bzc_588,2.12,0
221,1bzc,1bzc_592,2.62,0
222,1bzc,1bzc_593,1.71,1
223,1bzc,1bzc_597,2.89,0
224,1bzc,1bzc_608,9.65,0
225,1bzc,1bzc_611,5.64,0
226,1bzc,1bzc_614,2.74,0
227,1bzc,1bzc_615,6.34,0
228,1bzc,1bzc_620,7.19,0
229,1bzc,1bzc_622,6.48,0
230,1bzc,1bzc_625,3.3,0
231,1bzc,1bzc_629,3.24,0
232,1bzc,1bzc_633,3.01,0
233,1bzc,1bzc_644,6.81,0
234,1bzc,1bzc_651,6.25,0
235,1bzc,1bzc_652,6.78,0
236,1bzc,1bzc_659,9.03,0
237,1bzc,1bzc_660,8.5,0
238,1bzc,1bzc_664,7.73,0
239,1bzc,1bzc_666,7.35,0
240,1bzc,1bzc_669,3.39,0
241,1bzc,1bzc_670,7.21,0
242,1bzc,1bzc_671,6.55,0
243,1bzc,1bzc_674,5.75,0
244,1bzc,1bzc_677,4.03,0
245,1bzc,1bzc_681,5.84,0
246,1bzc,1bzc_682,7.89,0
247,1bzc,1bzc_686,8.52,0
248,1bzc,1bzc_688,8.71,0
249,1bzc,1bzc_690,6.48,0
250,1bzc,1bzc_694,5.4,0
251,1bzc,1bzc_700,7.09,0
252,1bzc,1bzc_709,0.68,1
253,1bzc,1bzc_778,7.27,0
254,1bzc,1bzc_963,3.03,0
255,1bzc,1bzc_native,0.0,1
256,1c5z,1c5z_247,0.61,1
257,1c5z,1c5z_258,0.92,1
258,1c5z,1c5z_3,0.4,1
259,1c5z,1c5z_402,0.87,1
260,1c5z,1c5z_415,2.67,0
261,1c5z,1c5z_425,1.2,1
262,1c5z,1c5z_427,0.92,1
263,1c5z,1c5z_431,1.11,1
264,1c5z,1c5z_438,2.9,0
265,1c5z,1c5z_449,0.72,1
266,1c5z,1c5z_452,0.77,1
267,1c5z,1c5z_460,1.66,1
268,1c5z,1c5z_465,0.97,1
269,1c5z,1c5z_482,1.87,1
270,1c5z,1c5z_509,6.5,0
271,1c5z,1c5z_516,6.77,0
272,1c5z,1c5z_519,2.74,0
273,1c5z,1c5z_520,4.73,0
274,1c5z,1c5z_530,1.33,1
275,1c5z,1c5z_536,7.12,0
276,1c5z,1c5z_537,2.81,0
277,1c5z,1c5z_542,5.43,0
278,1c5z,1c5z_544,5.28,0
279,1c5z,1c5z_546,3.74,0
280,1c5z,1c5z_556,3.94,0
281,1c5z,1c5z_558,3.63,0
282,1c5z,1c5z_563,3.98,0
283,1c5z,1c5z_564,3.16,0
284,1c5z,1c5z_577,1.71,1
285,1c5z,1c5z_583,6.86,0
286,1c5z,1c5z_586,2.11,0
287,1c5z,1c5z_590,5.14,0
288,1c5z,1c5z_593,3.44,0
289,1c5z,1c5z_596,4.78,0
290,1c5z,1c5z_607,1.5,1
291,1c5z,1c5z_613,2.12,0
292,1c5z,1c5z_627,0.96,1
293,1c5z,1c5z_642,1.33,1
294,1c5z,1c5z_661,2.51,0
295,1c5z,1c5z_665,1.46,1
296,1c5z,1c5z_698,2.04,0
297,1c5z,1c5z_700,1.46,1
298,1c5z,1c5z_711,4.44,0
299,1c5z,1c5z_715,5.33,0
300,1c5z,1c5z_722,6.9,0
301,1c5z,1c5z_733,7.08,0
302,1c5z,1c5z_734,3.5,0
303,1c5z,1c5z_738,6.4,0
304,1c5z,1c5z_739,7.05,0
305,1c5z,1c5z_741,5.85,0
306,1c5z,1c5z_743,7.12,0
307,1c5z,1c5z_753,5.8,0
308,1c5z,1c5z_754,6.02,0
309,1c5z,1c5z_759,4.75,0
310,1c5z,1c5z_761,6.74,0
311,1c5z,1c5z_763,6.84,0
312,1c5z,1c5z_765,7.86,0
313,1c5z,1c5z_766,7.59,0
314,1c5z,1c5z_776,2.19,0
315,1c5z,1c5z_781,5.45,0
316,1c5z,1c5z_790,4.78,0
317,1c5z,1c5z_8,0.45,1
318,1c5z,1c5z_804,4.11,0
319,1c5z,1c5z_805,3.17,0
320,1c5z,1c5z_811,3.92,0
321,1c5z,1c5z_826,5.0,0
322,1c5z,1c5z_828,5.04,0
323,1c5z,1c5z_829,7.08,0
324,1c5z,1c5z_836,7.0,0
325,1c5z,1c5z_839,2.99,0
326,1c5z,1c5z_840,6.7,0
327,1c5z,1c5z_844,4.8,0
328,1c5z,1c5z_862,5.83,0
329,1c5z,1c5z_892,4.77,0
330,1c5z,1c5z_898,5.2,0
331,1c5z,1c5z_931,3.86,0
332,1c5z,1c5z_937,7.08,0
333,1c5z,1c5z_953,7.03,0
334,1c5z,1c5z_955,7.21,0
335,1c5z,1c5z_959,4.24,0
336,1c5z,1c5z_native,0.0,1
337,1e66,1e66_158,0.56,1
338,1e66,1e66_247,0.71,1
339,1e66,1e66_402,0.66,1
340,1e66,1e66_404,0.97,1
341,1e66,1e66_406,0.86,1
342,1e66,1e66_412,1.29,1
343,1e66,1e66_419,0.97,1
344,1e66,1e66_422,1.5,1
345,1e66,1e66_429,1.55,1
346,1e66,1e66_440,1.57,1
347,1e66,1e66_442,3.97,0
348,1e66,1e66_466,1.94,1
349,1e66,1e66_467,1.61,1
350,1e66,1e66_468,2.9,0
351,1e66,1e66_477,2.06,0
352,1e66,1e66_483,1.57,1
353,1e66,1e66_484,1.51,1
354,1e66,1e66_489,4.05,0
355,1e66,1e66_495,3.27,0
356,1e66,1e66_498,4.3,0
357,1e66,1e66_504,3.9,0
358,1e66,1e66_505,3.57,0
359,1e66,1e66_550,4.33,0
360,1e66,1e66_551,5.76,0
361,1e66,1e66_552,6.23,0
362,1e66,1e66_553,6.45,0
363,1e66,1e66_573,6.06,0
364,1e66,1e66_574,6.1,0
365,1e66,1e66_577,5.6,0
366,1e66,1e66_587,2.43,0
367,1e66,1e66_589,2.27,0
368,1e66,1e66_591,6.88,0
369,1e66,1e66_617,4.97,0
370,1e66,1e66_633,5.58,0
371,1e66,1e66_656,2.77,0
372,1e66,1e66_661,2.74,0
373,1e66,1e66_678,3.02,0
374,1e66,1e66_700,3.37,0
375,1e66,1e66_702,5.32,0
376,1e66,1e66_712,1.76,1
377,1e66,1e66_733,6.2,0
378,1e66,1e66_744,4.25,0
379,1e66,1e66_746,3.8,0
380,1e66,1e66_754,5.23,0
381,1e66,1e66_755,5.6,0
382,1e66,1e66_761,2.36,0
383,1e66,1e66_763,6.26,0
384,1e66,1e66_767,3.53,0
385,1e66,1e66_768,2.89,0
386,1e66,1e66_771,6.06,0
387,1e66,1e66_772,6.26,0
388,1e66,1e66_774,1.09,1
389,1e66,1e66_787,0.6,1
390,1e66,1e66_806,4.29,0
391,1e66,1e66_807,5.03,0
392,1e66,1e66_810,4.76,0
393,1e66,1e66_823,6.22,0
394,1e66,1e66_841,2.84,0
395,1e66,1e66_842,4.77,0
396,1e66,1e66_859,3.41,0
397,1e66,1e66_860,5.85,0
398,1e66,1e66_862,3.89,0
399,1e66,1e66_863,2.51,0
400,1e66,1e66_865,4.57,0
401,1e66,1e66_867,4.39,0
402,1e66,1e66_870,5.7,0
403,1e66,1e66_891,0.78,1
404,1e66,1e66_907,0.85,1
405,1e66,1e66_909,0.98,1
406,1e66,1e66_921,5.46,0
407,1e66,1e66_native,0.0,1
408,1eby,1eby_169,9.11,0
409,1eby,1eby_211,0.97,1
410,1eby,1eby_217,0.99,1
411,1eby,1eby_218,2.34,0
412,1eby,1eby_223,0.84,1
413,1eby,1eby_231,2.09,0
414,1eby,1eby_233,1.83,1
415,1eby,1eby_237,2.52,0
416,1eby,1eby_238,0.95,1
417,1eby,1eby_244,1.2,1
418,1eby,1eby_245,2.01,0
419,1eby,1eby_255,2.53,0
420,1eby,1eby_259,2.57,0
421,1eby,1eby_262,1.01,1
422,1eby,1eby_265,0.78,1
423,1eby,1eby_266,2.03,0
424,1eby,1eby_269,0.88,1
425,1eby,1eby_271,1.78,1
426,1eby,1eby_279,1.87,1
427,1eby,1eby_294,1.86,1
428,1eby,1eby_295,0.87,1
429,1eby,1eby_297,3.36,0
430,1eby,1eby_299,0.81,1
431,1eby,1eby_326,1.9,1
432,1eby,1eby_350,9.69,0
433,1eby,1eby_361,0.86,1
434,1eby,1eby_364,0.95,1
435,1eby,1eby_372,9.3,0
436,1eby,1eby_414,3.78,0
437,1eby,1eby_416,2.57,0
438,1eby,1eby_444,3.95,0
439,1eby,1eby_447,2.72,0
440,1eby,1eby_453,3.34,0
441,1eby,1eby_456,4.57,0
442,1eby,1eby_464,4.14,0
443,1eby,1eby_470,3.63,0
444,1eby,1eby_472,3.0,0
445,1eby,1eby_473,3.64,0
446,1eby,1eby_477,3.19,0
447,1eby,1eby_481,4.94,0
448,1eby,1eby_488,4.11,0
449,1eby,1eby_490,4.07,0
450,1eby,1eby_493,5.95,0
451,1eby,1eby_499,3.31,0
452,1eby,1eby_503,7.81,0
453,1eby,1eby_507,8.97,0
454,1eby,1eby_514,5.84,0
455,1eby,1eby_517,9.23,0
456,1eby,1eby_519,6.0,0
457,1eby,1eby_531,5.54,0
458,1eby,1eby_532,7.62,0
459,1eby,1eby_535,6.95,0
460,1eby,1eby_538,4.05,0
461,1eby,1eby_540,5.14,0
462,1eby,1eby_548,5.42,0
463,1eby,1eby_556,6.33,0
464,1eby,1eby_563,4.31,0
465,1eby,1eby_569,9.79,0
466,1eby,1eby_571,4.16,0
467,1eby,1eby_572,8.96,0
468,1eby,1eby_573,9.44,0
469,1eby,1eby_575,7.09,0
470,1eby,1eby_576,6.47,0
471,1eby,1eby_580,9.2,0
472,1eby,1eby_582,7.83,0
473,1eby,1eby_584,8.02,0
474,1eby,1eby_595,8.64,0
475,1eby,1eby_597,7.06,0
476,1eby,1eby_600,9.68,0
477,1eby,1eby_634,6.49,0
478,1eby,1eby_641,8.77,0
479,1eby,1eby_645,8.97,0
480,1eby,1eby_647,8.55,0
481,1eby,1eby_649,7.17,0
482,1eby,1eby_658,4.63,0
483,1eby,1eby_659,7.66,0
484,1eby,1eby_667,6.11,0
485,1eby,1eby_673,8.49,0
486,1eby,1eby_688,6.71,0
487,1eby,1eby_689,6.87,0
488,1eby,1eby_694,8.41,0
489,1eby,1eby_731,3.12,0
490,1eby,1eby_741,6.51,0
491,1eby,1eby_751,7.57,0
492,1eby,1eby_763,4.94,0
493,1eby,1eby_767,7.17,0
494,1eby,1eby_769,6.1,0
495,1eby,1eby_770,5.02,0
496,1eby,1eby_771,9.27,0
497,1eby,1eby_772,5.36,0
498,1eby,1eby_773,8.41,0
499,1eby,1eby_774,5.98,0
500,1eby,1eby_777,9.3,0
501,1eby,1eby_779,7.25,0
502,1eby,1eby_791,5.73,0
503,1eby,1eby_792,6.3,0
504,1eby,1eby_803,1.78,1
505,1eby,1eby_813,1.74,1
506,1eby,1eby_826,3.01,0
507,1eby,1eby_848,1.5,1
508,1eby,1eby_native,0.0,1
509,1g2k,1g2k_209,1.05,1
510,1g2k,1g2k_225,0.7,1
511,1g2k,1g2k_242,1.13,1
512,1g2k,1g2k_247,0.64,1
513,1g2k,1g2k_248,0.99,1
514,1g2k,1g2k_265,0.69,1
515,1g2k,1g2k_271,0.51,1
516,1g2k,1g2k_283,1.01,1
517,1g2k,1g2k_290,1.24,1
518,1g2k,1g2k_294,0.96,1
519,1g2k,1g2k_295,1.17,1
520,1g2k,1g2k_306,2.67,0
521,1g2k,1g2k_328,0.54,1
522,1g2k,1g2k_403,2.84,0
523,1g2k,1g2k_404,4.06,0
524,1g2k,1g2k_408,3.69,0
525,1g2k,1g2k_417,2.55,0
526,1g2k,1g2k_420,3.87,0
527,1g2k,1g2k_436,5.04,0
528,1g2k,1g2k_454,6.93,0
529,1g2k,1g2k_456,4.33,0
530,1g2k,1g2k_458,5.04,0
531,1g2k,1g2k_460,3.65,0
532,1g2k,1g2k_462,4.47,0
533,1g2k,1g2k_466,4.19,0
534,1g2k,1g2k_467,4.58,0
535,1g2k,1g2k_468,3.44,0
536,1g2k,1g2k_469,2.57,0
537,1g2k,1g2k_473,5.8,0
538,1g2k,1g2k_475,2.83,0
539,1g2k,1g2k_482,2.96,0
540,1g2k,1g2k_487,5.95,0
541,1g2k,1g2k_497,3.21,0
542,1g2k,1g2k_502,3.76,0
543,1g2k,1g2k_504,2.18,0
544,1g2k,1g2k_516,6.05,0
545,1g2k,1g2k_52,0.75,1
546,1g2k,1g2k_520,6.86,0
547,1g2k,1g2k_521,9.6,0
548,1g2k,1g2k_530,6.58,0
549,1g2k,1g2k_543,8.75,0
550,1g2k,1g2k_546,7.1,0
551,1g2k,1g2k_551,7.24,0
552,1g2k,1g2k_556,3.6,0
553,1g2k,1g2k_565,7.16,0
554,1g2k,1g2k_566,5.77,0
555,1g2k,1g2k_568,7.33,0
556,1g2k,1g2k_569,7.53,0
557,1g2k,1g2k_573,7.26,0
558,1g2k,1g2k_582,9.06,0
559,1g2k,1g2k_584,7.81,0
560,1g2k,1g2k_588,9.1,0
561,1g2k,1g2k_589,8.88,0
562,1g2k,1g2k_590,6.2,0
563,1g2k,1g2k_591,6.83,0
564,1g2k,1g2k_592,7.32,0
565,1g2k,1g2k_597,8.52,0
566,1g2k,1g2k_598,6.38,0
567,1g2k,1g2k_600,4.44,0
568,1g2k,1g2k_606,9.93,0
569,1g2k,1g2k_607,6.67,0
570,1g2k,1g2k_610,3.3,0
571,1g2k,1g2k_617,5.34,0
572,1g2k,1g2k_621,3.89,0
573,1g2k,1g2k_624,5.9,0
574,1g2k,1g2k_625,6.12,0
575,1g2k,1g2k_639,2.34,0
576,1g2k,1g2k_640,9.37,0
577,1g2k,1g2k_644,4.52,0
578,1g2k,1g2k_645,2.99,0
579,1g2k,1g2k_646,4.51,0
580,1g2k,1g2k_649,6.6,0
581,1g2k,1g2k_650,5.06,0
582,1g2k,1g2k_652,4.45,0
583,1g2k,1g2k_654,9.57,0
584,1g2k,1g2k_663,8.37,0
585,1g2k,1g2k_668,9.31,0
586,1g2k,1g2k_670,9.23,0
587,1g2k,1g2k_673,9.15,0
588,1g2k,1g2k_675,3.22,0
589,1g2k,1g2k_677,5.99,0
590,1g2k,1g2k_679,7.56,0
591,1g2k,1g2k_683,5.12,0
592,1g2k,1g2k_684,8.65,0
593,1g2k,1g2k_690,7.53,0
594,1g2k,1g2k_705,1.73,1
595,1g2k,1g2k_736,1.71,1
596,1g2k,1g2k_737,1.61,1
597,1g2k,1g2k_74,0.6,1
598,1g2k,1g2k_762,1.94,1
599,1g2k,1g2k_771,2.01,0
600,1g2k,1g2k_874,1.39,1
601,1g2k,1g2k_900,0.92,1
602,1g2k,1g2k_98,4.89,0
603,1g2k,1g2k_native,0.0,1
604,1gpk,1gpk_159,0.76,1
605,1gpk,1gpk_182,0.91,1
606,1gpk,1gpk_194,0.62,1
607,1gpk,1gpk_231,3.41,0
608,1gpk,1gpk_239,0.35,1
609,1gpk,1gpk_267,1.9,1
610,1gpk,1gpk_280,1.96,1
611,1gpk,1gpk_328,0.52,1
612,1gpk,1gpk_364,0.26,1
613,1gpk,1gpk_404,3.65,0
614,1gpk,1gpk_407,0.79,1
615,1gpk,1gpk_409,0.9,1
616,1gpk,1gpk_415,1.62,1
617,1gpk,1gpk_419,1.13,1
618,1gpk,1gpk_420,1.96,1
619,1gpk,1gpk_427,1.13,1
620,1gpk,1gpk_428,3.01,0
621,1gpk,1gpk_429,1.77,1
622,1gpk,1gpk_437,2.13,0
623,1gpk,1gpk_450,2.99,0
624,1gpk,1gpk_46,0.48,1
625,1gpk,1gpk_460,2.11,0
626,1gpk,1gpk_463,1.44,1
627,1gpk,1gpk_465,0.96,1
628,1gpk,1gpk_473,1.85,1
629,1gpk,1gpk_477,4.01,0
630,1gpk,1gpk_494,3.88,0
631,1gpk,1gpk_496,2.69,0
632,1gpk,1gpk_548,4.69,0
633,1gpk,1gpk_560,4.34,0
634,1gpk,1gpk_569,4.24,0
635,1gpk,1gpk_571,1.47,1
636,1gpk,1gpk_577,5.03,0
637,1gpk,1gpk_578,4.58,0
638,1gpk,1gpk_583,2.74,0
639,1gpk,1gpk_588,3.04,0
640,1gpk,1gpk_590,5.43,0
641,1gpk,1gpk_600,3.59,0
642,1gpk,1gpk_609,3.71,0
643,1gpk,1gpk_612,5.1,0
644,1gpk,1gpk_625,6.56,0
645,1gpk,1gpk_641,4.45,0
646,1gpk,1gpk_660,2.16,0
647,1gpk,1gpk_666,3.8,0
648,1gpk,1gpk_668,2.63,0
649,1gpk,1gpk_67,3.73,0
650,1gpk,1gpk_683,5.07,0
651,1gpk,1gpk_689,4.17,0
652,1gpk,1gpk_697,4.51,0
653,1gpk,1gpk_700,5.38,0
654,1gpk,1gpk_735,4.18,0
655,1gpk,1gpk_764,9.25,0
656,1gpk,1gpk_779,9.91,0
657,1gpk,1gpk_782,5.34,0
658,1gpk,1gpk_783,9.91,0
659,1gpk,1gpk_785,5.98,0
660,1gpk,1gpk_788,5.02,0
661,1gpk,1gpk_793,4.38,0
662,1gpk,1gpk_794,2.75,0
663,1gpk,1gpk_850,5.15,0
664,1gpk,1gpk_874,5.16,0
665,1gpk,1gpk_95,2.02,0
666,1gpk,1gpk_984,2.2,0
667,1gpk,1gpk_988,3.13,0
668,1gpk,1gpk_native,0.0,1
669,1gpn,1gpn_109,1.21,1
670,1gpn,1gpn_252,0.37,1
671,1gpn,1gpn_299,0.35,1
672,1gpn,1gpn_330,0.51,1
673,1gpn,1gpn_401,0.98,1
674,1gpn,1gpn_404,1.47,1
675,1gpn,1gpn_405,0.56,1
676,1gpn,1gpn_407,0.58,1
677,1gpn,1gpn_422,2.28,0
678,1gpn,1gpn_435,1.0,1
679,1gpn,1gpn_443,0.92,1
680,1gpn,1gpn_446,2.85,0
681,1gpn,1gpn_451,1.4,1
682,1gpn,1gpn_459,3.82,0
683,1gpn,1gpn_466,3.7,0
684,1gpn,1gpn_471,1.91,1
685,1gpn,1gpn_475,1.16,1
686,1gpn,1gpn_477,0.95,1
687,1gpn,1gpn_481,4.06,0
688,1gpn,1gpn_483,3.44,0
689,1gpn,1gpn_490,3.71,0
690,1gpn,1gpn_549,2.79,0
691,1gpn,1gpn_551,4.48,0
692,1gpn,1gpn_553,5.58,0
693,1gpn,1gpn_555,2.43,0
694,1gpn,1gpn_556,4.07,0
695,1gpn,1gpn_578,4.42,0
696,1gpn,1gpn_589,2.46,0
697,1gpn,1gpn_596,3.84,0
698,1gpn,1gpn_600,1.09,1
699,1gpn,1gpn_61,0.87,1
700,1gpn,1gpn_615,2.57,0
701,1gpn,1gpn_617,3.35,0
702,1gpn,1gpn_638,1.93,1
703,1gpn,1gpn_653,3.15,0
704,1gpn,1gpn_657,4.26,0
705,1gpn,1gpn_658,2.56,0
706,1gpn,1gpn_662,1.33,1
707,1gpn,1gpn_675,1.85,1
708,1gpn,1gpn_682,4.64,0
709,1gpn,1gpn_683,3.04,0
710,1gpn,1gpn_684,5.41,0
711,1gpn,1gpn_689,1.4,1
712,1gpn,1gpn_759,3.14,0
713,1gpn,1gpn_768,5.51,0
714,1gpn,1gpn_775,2.95,0
715,1gpn,1gpn_779,2.88,0
716,1gpn,1gpn_781,4.18,0
717,1gpn,1gpn_782,2.28,0
718,1gpn,1gpn_784,6.02,0
719,1gpn,1gpn_785,3.08,0
720,1gpn,1gpn_786,6.04,0
721,1gpn,1gpn_794,4.77,0
