,pdb_id,lig_id,average_score,HPSCORE,HMSCORE,HSSCORE,VDW,HB,HP,HM,HS,RT
24,10_3p5o_3u5j,1_0004,6.34,6.17,6.91,5.96,427.3,0.0,113.1,4.22,230.1,0.0
25,10_3p5o_3u5j,1_0005,5.93,5.69,6.51,5.6,352.7,0.0,93.0,3.95,214.5,0.0
26,10_3p5o_3u5j,1_0006,5.82,5.44,6.44,5.57,328.3,0.3,74.5,3.95,225.5,0.0
27,10_3p5o_3u5j,1_0007,5.83,5.53,6.39,5.57,324.6,0.0,87.7,3.95,235.3,0.0
28,10_3p5o_3u5j,1_0008,5.48,5.36,5.67,5.42,335.9,0.0,63.5,1.97,186.2,0.0
29,10_3p5o_3u5j,1_0009,5.8,5.51,6.48,5.41,320.9,0.0,86.9,4.22,199.3,0.0
30,10_3p5o_3u5j,1_0010,5.64,5.34,6.2,5.39,307.9,0.3,73.1,3.54,201.7,0.0
31,10_3p5o_3u5j,1_0011,5.67,5.35,6.19,5.47,313.7,0.0,72.5,3.54,221.0,0.0
32,10_3p5o_3u5j,1_0012,5.99,5.76,6.48,5.72,353.7,0.0,100.8,3.88,243.3,0.0
33,10_3p5o_3u5j,1_0013,5.71,5.36,6.39,5.37,298.4,0.0,80.1,4.22,212.8,0.0
34,10_3p5o_3u5j,1_0014,5.3,5.03,5.67,5.19,277.5,0.0,53.2,2.57,188.6,0.0
35,10_3p5o_3u5j,1_0015,5.5,5.14,6.23,5.13,290.8,0.0,59.4,3.88,158.6,0.0
36,10_3p5o_3u5j,1_0016,5.44,5.05,6.29,4.98,273.4,0.0,57.4,4.22,140.2,0.0
37,10_3p5o_3u5j,1_0017,5.41,5.07,6.06,5.09,305.9,0.0,45.2,3.28,133.8,0.0
38,10_3p5o_3u5j,1_0018,5.47,5.03,6.28,5.09,269.9,0.0,56.5,4.22,170.0,0.0
39,10_3p5o_3u5j,1_0019,5.49,5.04,6.33,5.11,282.6,0.0,52.4,4.22,162.5,0.0
40,10_3p5o_4lzs,1_0000,5.51,5.42,5.65,5.46,341.5,1.8,64.3,1.65,181.4,1.0
41,10_3p5o_4lzs,1_0001,5.39,5.32,5.52,5.33,316.1,1.4,66.8,1.65,181.7,1.0
42,10_3p5o_4lzs,1_0002,5.3,5.21,5.4,5.28,321.7,0.1,59.5,1.65,187.8,1.0
43,10_3p5o_4lzs,1_0003,5.22,5.12,5.39,5.16,305.5,0.6,53.7,1.65,164.2,1.0
44,10_3p5o_4lzs,1_0004,5.2,5.08,5.32,5.19,303.1,0.0,54.5,1.65,183.9,1.0
45,10_3p5o_4lzs,1_0005,5.27,5.16,5.35,5.3,286.0,1.0,64.9,1.65,210.8,1.0
46,10_3p5o_4lzs,1_0006,5.24,5.19,5.27,5.25,290.9,0.0,72.1,1.65,213.0,1.0
47,10_3p5o_4lzs,1_0007,5.14,4.98,5.32,5.11,281.5,0.8,47.9,1.65,172.5,1.0
48,10_3p5o_4lzs,1_0008,5.68,5.61,5.74,5.67,368.8,1.5,74.8,1.65,211.7,1.0
49,10_3p5o_4lzs,1_0009,5.18,5.04,5.26,5.22,288.6,0.0,56.2,1.65,206.8,1.0
50,10_3p5o_4lzs,1_0010,5.41,5.33,5.52,5.39,328.4,0.9,65.2,1.65,192.3,1.0
51,10_3p5o_4lzs,1_0011,5.03,4.92,5.1,5.06,248.4,0.0,60.8,1.65,206.5,1.0
52,10_3p5o_4lzs,1_0012,4.98,4.87,5.07,5.0,239.3,0.0,59.0,1.65,201.1,1.0
53,10_3p5o_4lzs,1_0013,4.89,4.7,5.1,4.87,233.9,0.5,40.2,1.65,165.8,1.0
54,10_3p5o_4lzs,1_0014,4.84,4.73,5.02,4.75,228.1,0.0,49.1,1.65,150.1,1.0
55,10_3p5o_4lzs,1_0015,5.03,4.9,5.18,5.03,247.5,0.8,53.8,1.65,185.4,1.0
56,10_3p5o_4lzs,1_0016,4.86,4.7,5.02,4.86,231.5,0.9,38.3,1.39,157.0,1.0
57,10_3p5o_4lzs,1_0017,4.88,4.67,5.06,4.92,250.1,0.6,28.7,1.36,158.6,1.0
58,10_3p5o_4lzs,1_0018,5.08,5.0,5.26,4.99,272.7,0.5,55.7,1.65,155.3,1.0
59,10_3p5o_4lzs,1_0019,4.82,4.66,4.92,4.86,220.6,0.3,42.7,1.39,180.6,1.0
60,10_3p5o_4ogj,1_0000,7.23,6.88,7.99,6.81,648.2,1.6,118.3,5.56,306.2,5.0
61,10_3p5o_4ogj,1_0001,7.1,6.71,7.87,6.71,615.9,1.7,113.0,5.56,309.8,5.0
62,10_3p5o_4ogj,1_0002,6.85,6.6,7.53,6.43,616.3,1.0,104.3,4.84,251.7,5.0
63,10_3p5o_4ogj,1_0003,7.16,6.77,7.83,6.88,638.9,1.7,109.2,5.2,329.7,5.0
64,10_3p5o_4ogj,1_0004,7.12,6.76,7.69,6.91,639.9,1.7,107.9,4.84,337.2,5.0
65,10_3p5o_4ogj,1_0005,6.8,6.46,7.5,6.46,587.8,1.7,97.8,4.88,274.8,5.0
66,10_3p5o_4ogj,1_0006,6.79,6.54,7.44,6.4,618.0,1.3,95.7,4.53,239.6,5.0
67,10_3p5o_4ogj,1_0007,6.77,6.47,7.18,6.65,604.8,1.8,91.0,3.87,306.3,5.0
68,10_3p5o_4ogj,1_0008,6.71,6.45,7.16,6.54,565.7,1.7,106.0,4.24,318.5,5.0
69,10_3p5o_4ogj,1_0009,6.52,6.29,7.05,6.22,584.2,1.0,84.2,3.94,233.5,5.0
70,10_3p5o_4ogj,1_0010,6.51,6.3,7.15,6.09,554.7,1.0,99.2,4.53,229.5,5.0
71,10_3p5o_4ogj,1_0011,6.42,6.06,7.04,6.15,546.6,0.1,80.8,4.55,269.2,5.0
72,10_3p5o_4ogj,1_0012,6.41,6.12,7.12,5.97,541.9,1.0,85.2,4.58,213.7,5.0
73,10_3p5o_4ogj,1_0013,6.58,6.27,7.26,6.21,541.2,0.9,101.8,4.95,273.5,5.0
74,10_3p5o_4ogj,1_0014,6.48,6.13,7.28,6.03,519.8,0.9,95.9,5.22,252.2,5.0
75,10_3p5o_4ogj,1_0015,6.48,6.28,6.85,6.31,568.2,1.0,91.1,3.61,272.1,5.0
76,10_3p5o_4ogj,1_0016,6.79,6.51,7.39,6.46,601.3,0.2,106.7,4.88,292.3,5.0
77,10_3p5o_4ogj,1_0017,6.81,6.44,7.42,6.56,598.5,0.6,96.7,4.86,310.3,5.0
78,10_3p5o_4ogj,1_0018,6.28,5.98,6.9,5.97,503.3,0.3,90.2,4.58,264.2,5.0
79,10_3p5o_4ogj,1_0019,6.29,5.99,6.97,5.91,535.3,0.0,79.7,4.51,221.6,5.0
80,10_3p5o_4wiv,1_0000,6.56,6.27,7.15,6.26,474.6,0.0,103.7,4.35,258.0,0.0
81,10_3p5o_4wiv,1_0001,6.82,6.62,7.36,6.5,517.5,0.4,120.6,4.35,267.4,0.0
82,10_3p5o_4wiv,1_0002,6.64,6.42,7.13,6.36,461.4,0.3,123.7,4.35,290.3,0.0
83,10_3p5o_4wiv,1_0003,6.32,6.03,6.93,5.99,446.3,0.0,89.1,4.09,220.3,0.0
84,10_3p5o_4wiv,1_0004,6.18,5.78,6.9,5.87,411.7,0.0,77.2,4.35,222.2,0.0
85,10_3p5o_4wiv,1_0005,6.21,5.92,6.87,5.85,430.6,0.0,84.4,4.09,199.1,0.0
86,10_3p5o_4wiv,1_0006,6.24,5.83,6.9,5.99,438.0,0.0,71.3,4.09,227.4,0.0
87,10_3p5o_4wiv,1_0007,6.16,5.76,6.87,5.85,405.4,0.0,77.4,4.35,226.1,0.0
88,10_3p5o_4wiv,1_0008,6.23,5.94,6.73,6.02,448.7,0.0,78.2,3.52,224.8,0.0
89,10_3p5o_4wiv,1_0009,6.44,6.21,6.96,6.16,427.2,0.0,118.0,4.35,280.9,0.0
90,10_3p5o_4wiv,1_0010,6.74,6.53,7.28,6.39,506.3,0.0,118.7,4.35,260.3,0.0
91,10_3p5o_4wiv,1_0011,6.45,6.19,6.94,6.21,448.4,0.0,106.7,4.09,270.9,0.0
92,10_3p5o_4wiv,1_0012,5.95,5.6,6.55,5.72,403.6,0.3,58.3,3.45,187.5,0.0
93,10_3p5o_4wiv,1_0013,6.03,5.69,6.68,5.71,357.9,0.0,90.8,4.35,237.3,0.0
94,10_3p5o_4wiv,1_0014,5.96,5.58,6.61,5.69,339.8,0.0,86.2,4.35,251.7,0.0
95,10_3p5o_4wiv,1_0015,5.94,5.58,6.66,5.57,376.9,0.0,70.0,4.09,184.8,0.0
96,10_3p5o_4wiv,1_0016,6.18,5.84,6.88,5.82,372.6,1.3,92.5,4.35,225.0,0.0
97,10_3p5o_4wiv,1_0017,5.93,5.48,6.68,5.64,378.9,0.1,57.7,4.09,196.5,0.0
98,10_3p5o_4wiv,1_0018,5.69,5.34,6.17,5.56,368.3,0.3,45.1,2.82,182.6,0.0
99,10_3p5o_4wiv,1_0019,6.06,5.61,6.67,5.89,380.2,0.0,72.3,4.09,260.3,0.0
100,10_3u5j_3p5o,1_0000,6.72,6.54,7.27,6.34,567.2,1.1,112.9,4.41,254.9,4.0
101,10_3u5j_3p5o,1_0001,6.53,6.38,7.11,6.09,553.6,0.1,106.5,4.41,225.6,4.0
102,10_3u5j_3p5o,1_0002,6.36,6.18,6.99,5.9,516.3,0.4,99.1,4.41,210.2,4.0
103,10_3u5j_3p5o,1_0003,6.18,5.92,6.76,5.86,460.8,0.3,96.1,4.41,257.4,4.0
104,10_3u5j_3p5o,1_0004,6.01,5.71,6.64,5.68,437.1,0.0,84.8,4.41,241.8,4.0
105,10_3u5j_3p5o,1_0005,6.52,6.39,7.04,6.14,538.2,0.0,115.4,4.41,255.3,4.0
106,10_3u5j_3p5o,1_0006,5.59,5.47,5.92,5.38,409.7,0.0,70.2,2.84,192.6,4.0
107,10_3u5j_3p5o,1_0007,5.67,5.46,6.04,5.52,423.9,1.0,57.0,2.76,196.5,4.0
108,10_3u5j_3p5o,1_0008,6.01,5.72,6.61,5.7,457.5,0.2,75.3,4.07,219.8,4.0
109,10_3u5j_3p5o,1_0009,6.13,5.84,6.71,5.85,456.9,0.0,90.1,4.41,264.5,4.0
110,10_3u5j_3p5o,1_0010,6.7,6.52,7.17,6.4,570.6,0.0,115.9,4.41,288.6,4.0
111,10_3u5j_3p5o,1_0011,5.97,5.82,6.6,5.49,428.9,0.0,100.5,4.41,202.3,4.0
112,10_3u5j_3p5o,1_0012,6.12,5.89,6.62,5.85,459.0,0.0,95.1,4.14,261.1,4.0
113,10_3u5j_3p5o,1_0013,6.14,5.95,6.67,5.81,447.2,0.0,107.0,4.41,262.9,4.0
114,10_3u5j_3p5o,1_0014,5.9,5.58,6.65,5.49,416.7,1.0,73.2,4.41,194.8,4.0
115,10_3u5j_3p5o,1_0015,5.72,5.31,6.52,5.34,388.7,0.8,56.8,4.41,188.5,4.0
116,10_3u5j_3p5o,1_0016,5.66,5.37,6.34,5.27,382.7,0.2,69.8,4.14,188.7,4.0
117,10_3u5j_3p5o,1_0017,5.75,5.4,6.52,5.34,373.5,1.4,70.6,4.41,195.1,4.0
118,10_3u5j_3p5o,1_0018,6.0,5.8,6.52,5.68,433.5,0.0,96.5,4.14,245.2,4.0
119,10_3u5j_3p5o,1_0019,5.45,5.13,6.01,5.2,365.8,0.3,50.7,3.44,185.3,4.0
120,10_3u5j_3u5j,1_0000,6.47,6.26,7.07,6.08,442.6,1.0,110.0,4.22,226.1,0.0
121,10_3u5j_3u5j,1_0001,6.38,6.15,6.91,6.07,460.7,0.0,95.9,3.88,224.6,0.0
122,10_3u5j_3u5j,1_0002,6.04,5.8,6.72,5.6,380.1,0.0,92.7,4.22,188.4,0.0
123,10_3u5j_3u5j,1_0003,6.39,6.22,6.94,6.02,435.4,0.0,115.5,4.22,236.5,0.0
124,10_3u5j_3u5j,1_0004,5.97,5.74,6.54,5.64,360.5,0.0,95.5,3.95,217.2,0.0
125,10_3u5j_3u5j,1_0005,6.03,5.81,6.59,5.7,348.0,0.0,108.8,4.22,243.9,0.0
126,10_3u5j_3u5j,1_0006,5.82,5.47,6.47,5.53,326.1,0.7,76.4,3.95,213.1,0.0
127,10_3u5j_3u5j,1_0007,5.87,5.6,6.48,5.54,319.8,0.0,98.0,4.22,232.8,0.0
128,10_3u5j_3u5j,1_0008,5.46,5.31,5.66,5.42,331.6,0.0,60.5,1.97,190.7,0.0
129,10_3u5j_3u5j,1_0009,5.9,5.72,6.48,5.48,321.3,0.0,110.9,4.22,217.0,0.0
130,10_3u5j_3u5j,1_0010,5.78,5.49,6.47,5.38,316.6,0.0,86.5,4.22,195.9,0.0
131,10_3u5j_3u5j,1_0011,5.64,5.15,6.53,5.25,309.4,0.9,47.2,4.22,155.5,0.0
132,10_3u5j_3u5j,1_0012,5.66,5.24,6.39,5.36,298.8,0.0,66.8,4.22,209.7,0.0
133,10_3u5j_3u5j,1_0013,5.56,5.3,6.0,5.37,330.5,0.0,59.2,2.87,180.8,0.0
134,10_3u5j_3u5j,1_0014,5.32,5.2,5.43,5.32,337.6,0.0,45.1,1.34,161.3,0.0
135,10_3u5j_3u5j,1_0015,5.36,5.1,5.81,5.16,304.7,1.5,39.6,2.24,126.3,0.0
136,10_3u5j_3u5j,1_0016,5.57,5.18,6.34,5.2,284.1,0.0,66.7,4.22,183.7,0.0
137,10_3u5j_3u5j,1_0017,5.29,5.01,5.67,5.19,277.4,0.0,51.3,2.57,188.9,0.0
138,10_3u5j_3u5j,1_0018,5.51,5.21,6.08,5.23,285.4,0.0,70.1,3.54,189.6,0.0
139,10_3u5j_3u5j,1_0019,5.4,5.09,6.05,5.07,303.7,0.0,48.0,3.28,132.9,0.0
140,10_3u5j_4lzs,1_0000,5.5,5.42,5.65,5.44,340.9,1.7,64.6,1.65,178.2,1.0
141,10_3u5j_4lzs,1_0001,5.38,5.32,5.5,5.32,314.6,1.3,67.4,1.65,182.7,1.0
142,10_3u5j_4lzs,1_0002,5.19,5.13,5.32,5.12,312.8,0.6,51.2,1.39,147.5,1.0
143,10_3u5j_4lzs,1_0003,5.27,5.17,5.36,5.3,286.6,1.0,65.3,1.65,210.8,1.0
144,10_3u5j_4lzs,1_0004,5.2,5.09,5.36,5.15,305.8,0.3,52.2,1.65,167.0,1.0
145,10_3u5j_4lzs,1_0005,5.15,5.09,5.29,5.05,294.9,0.0,59.3,1.65,158.5,1.0
146,10_3u5j_4lzs,1_0006,5.1,4.99,5.25,5.08,279.5,0.2,53.1,1.65,176.9,1.0
147,10_3u5j_4lzs,1_0007,5.11,4.98,5.24,5.1,261.2,0.8,56.6,1.65,188.1,1.0
148,10_3u5j_4lzs,1_0008,5.0,4.8,5.19,5.01,237.6,1.3,44.4,1.65,181.0,1.0
149,10_3u5j_4lzs,1_0009,5.04,4.94,5.1,5.07,248.0,0.0,63.0,1.65,209.3,1.0
150,10_3u5j_4lzs,1_0010,4.92,4.7,5.13,4.91,259.1,1.0,25.9,1.36,142.1,1.0
151,10_3u5j_4lzs,1_0011,5.0,4.88,5.09,5.02,244.1,0.0,58.5,1.65,202.6,1.0
152,10_3u5j_4lzs,1_0012,4.93,4.73,5.11,4.96,229.2,0.8,43.6,1.65,186.9,1.0
153,10_3u5j_4lzs,1_0013,4.62,4.49,4.98,4.4,191.7,1.0,32.0,1.65,79.4,1.0
154,10_3u5j_4lzs,1_0014,4.93,4.72,5.13,4.93,257.8,0.9,29.0,1.39,146.8,1.0
155,10_3u5j_4lzs,1_0015,4.83,4.64,5.03,4.81,228.0,1.1,32.0,1.39,144.8,1.0
156,10_3u5j_4lzs,1_0016,4.8,4.65,4.96,4.78,221.3,0.7,38.0,1.39,151.9,1.0
157,10_3u5j_4lzs,1_0017,4.6,4.43,4.87,4.5,183.9,0.3,33.6,1.65,126.5,1.0
158,10_3u5j_4lzs,1_0018,4.84,4.73,5.08,4.7,241.4,0.0,43.1,1.65,123.6,1.0
159,10_3u5j_4lzs,1_0019,4.57,4.41,4.87,4.44,180.0,0.4,31.7,1.65,113.3,1.0
160,10_3u5j_4ogj,1_0000,7.06,6.67,7.84,6.65,607.5,1.7,112.7,5.56,304.5,5.0
161,10_3u5j_4ogj,1_0001,7.19,6.85,7.97,6.75,644.1,1.6,117.0,5.56,294.7,5.0
162,10_3u5j_4ogj,1_0002,7.04,6.66,7.64,6.81,631.2,1.6,101.6,4.84,321.7,5.0
163,10_3u5j_4ogj,1_0003,6.81,6.48,7.45,6.5,594.4,1.1,101.1,4.84,291.9,5.0
164,10_3u5j_4ogj,1_0004,6.91,6.66,7.46,6.6,598.5,1.1,118.9,4.84,312.5,5.0
165,10_3u5j_4ogj,1_0005,6.97,6.59,7.71,6.6,614.8,1.6,101.7,5.2,286.2,5.0
166,10_3u5j_4ogj,1_0006,6.75,6.38,7.45,6.4,580.3,1.7,92.1,4.84,269.7,5.0
167,10_3u5j_4ogj,1_0007,6.83,6.46,7.74,6.29,577.8,2.0,100.2,5.56,238.8,5.0
168,10_3u5j_4ogj,1_0008,7.01,6.71,7.72,6.6,630.8,0.9,111.1,5.22,281.6,5.0
169,10_3u5j_4ogj,1_0009,6.82,6.55,7.33,6.57,610.5,1.9,96.5,4.17,278.6,5.0
170,10_3u5j_4ogj,1_0010,6.75,6.49,7.22,6.54,576.2,1.9,105.4,4.24,303.7,5.0
171,10_3u5j_4ogj,1_0011,6.75,6.4,7.5,6.36,583.9,1.9,91.4,4.88,251.7,5.0
172,10_3u5j_4ogj,1_0012,6.57,6.26,7.26,6.18,527.9,0.6,109.4,5.2,288.6,5.0
173,10_3u5j_4ogj,1_0013,7.58,7.44,7.87,7.43,758.6,1.4,132.4,4.17,353.7,5.0
174,10_3u5j_4ogj,1_0014,6.49,6.21,6.93,6.34,568.2,0.8,84.1,3.87,283.8,5.0
175,10_3u5j_4ogj,1_0015,6.85,6.37,7.63,6.55,613.7,0.8,81.5,5.22,290.3,5.0
176,10_3u5j_4ogj,1_0016,6.61,6.36,7.34,6.14,567.9,1.1,99.6,4.84,226.4,5.0
177,10_3u5j_4ogj,1_0017,6.73,6.45,7.42,6.32,590.3,0.4,103.0,5.0,261.1,5.0
178,10_3u5j_4ogj,1_0018,6.53,6.18,7.21,6.19,564.4,1.0,80.9,4.58,245.1,5.0
179,10_3u5j_4ogj,1_0019,6.71,6.39,7.36,6.38,598.0,0.0,96.0,4.88,277.8,5.0
180,10_3u5j_4wiv,1_0000,6.52,6.22,7.13,6.21,469.2,0.0,100.7,4.35,250.9,0.0
181,10_3u5j_4wiv,1_0001,6.66,6.35,7.25,6.4,473.9,1.0,106.6,4.35,275.1,0.0
182,10_3u5j_4wiv,1_0002,6.52,6.29,6.92,6.35,468.4,0.0,108.2,3.82,286.5,0.0
183,10_3u5j_4wiv,1_0003,6.81,6.6,7.35,6.49,513.6,0.4,120.3,4.35,267.8,0.0
184,10_3u5j_4wiv,1_0004,6.87,6.66,7.33,6.61,506.6,0.5,129.0,4.35,304.0,0.0
185,10_3u5j_4wiv,1_0005,6.2,5.8,6.91,5.88,413.9,0.0,78.6,4.35,224.1,0.0
186,10_3u5j_4wiv,1_0006,6.26,5.97,6.9,5.91,436.8,0.0,87.4,4.09,208.1,0.0
187,10_3u5j_4wiv,1_0007,6.18,5.74,6.84,5.95,422.1,0.0,67.9,4.09,234.0,0.0
188,10_3u5j_4wiv,1_0008,6.17,5.73,6.83,5.95,421.0,0.0,67.7,4.09,234.7,0.0
189,10_3u5j_4wiv,1_0009,6.02,5.68,6.73,5.65,394.7,0.0,73.7,4.09,184.9,0.0
190,10_3u5j_4wiv,1_0010,5.89,5.63,6.27,5.78,409.5,0.7,57.2,2.55,189.6,0.0
191,10_3u5j_4wiv,1_0011,6.02,5.6,6.73,5.72,370.7,0.0,75.0,4.35,226.9,0.0
192,10_3u5j_4wiv,1_0012,6.38,6.08,7.01,6.06,439.8,0.0,97.6,4.35,243.0,0.0
193,10_3u5j_4wiv,1_0013,5.89,5.5,6.59,5.59,386.7,0.0,57.0,3.79,177.5,0.0
194,10_3u5j_4wiv,1_0014,6.09,5.72,6.83,5.72,393.5,0.0,78.2,4.35,204.5,0.0
195,10_3u5j_4wiv,1_0015,5.87,5.47,6.57,5.56,383.9,0.0,55.0,3.79,173.2,0.0
196,10_3u5j_4wiv,1_0016,5.9,5.48,6.55,5.67,324.7,0.0,81.8,4.35,261.0,0.0
197,10_3u5j_4wiv,1_0017,6.06,5.67,6.57,5.93,388.8,0.0,74.9,3.75,260.6,0.0
198,10_3u5j_4wiv,1_0018,6.05,5.66,6.56,5.93,386.4,0.0,75.2,3.75,263.2,0.0
199,10_3u5j_4wiv,1_0019,5.87,5.48,6.53,5.58,320.1,0.0,84.8,4.35,243.8,0.0
200,10_4lzs_3p5o,1_0000,6.62,6.48,7.16,6.21,552.4,0.7,115.9,4.41,246.8,4.0
201,10_4lzs_3p5o,1_0001,6.49,6.38,7.05,6.04,538.2,0.1,114.2,4.41,228.2,4.0
202,10_4lzs_3p5o,1_0002,6.44,6.32,7.05,5.94,540.5,0.0,107.2,4.41,201.8,4.0
203,10_4lzs_3p5o,1_0003,6.52,6.33,7.12,6.12,539.1,0.8,104.2,4.41,235.3,4.0
204,10_4lzs_3p5o,1_0004,5.69,5.57,6.0,5.5,430.8,0.0,72.4,2.84,201.4,4.0
205,10_4lzs_3p5o,1_0005,6.18,5.95,6.74,5.84,457.9,0.2,101.4,4.41,256.2,4.0
206,10_4lzs_3p5o,1_0006,5.94,5.68,6.5,5.64,441.4,1.1,72.8,3.73,206.2,4.0
207,10_4lzs_3p5o,1_0007,5.7,5.4,6.33,5.37,412.8,0.3,59.6,3.8,182.0,4.0
208,10_4lzs_3p5o,1_0008,5.78,5.48,6.56,5.3,395.2,0.9,72.9,4.41,171.5,4.0
209,10_4lzs_3p5o,1_0009,5.71,5.46,6.32,5.35,392.4,0.0,77.2,4.07,202.9,4.0
210,10_4lzs_3p5o,1_0010,5.92,5.7,6.53,5.53,412.4,0.0,95.1,4.41,228.1,4.0
211,10_4lzs_3p5o,1_0011,4.74,4.57,5.19,4.47,268.3,0.0,33.1,2.43,107.5,4.0
212,10_4lzs_3p5o,1_0012,5.78,5.45,6.42,5.48,417.2,0.0,64.4,4.07,211.9,4.0
213,10_4lzs_3p5o,1_0013,5.42,5.12,5.95,5.18,373.0,0.8,43.5,3.1,164.2,4.0
214,10_4lzs_3p5o,1_0014,5.5,5.2,6.32,4.97,343.7,0.6,66.1,4.41,146.9,4.0
215,10_4lzs_3p5o,1_0015,5.48,5.12,6.15,5.17,338.0,0.1,62.8,4.14,209.5,4.0
216,10_4lzs_3p5o,1_0016,5.56,5.3,6.24,5.13,338.8,0.0,83.0,4.41,201.1,4.0
217,10_4lzs_3p5o,1_0017,5.59,5.27,6.18,5.32,347.6,0.1,75.1,4.14,238.8,4.0
218,10_4lzs_3p5o,1_0018,5.3,4.99,5.66,5.24,341.4,0.5,45.1,2.76,219.5,4.0
219,10_4lzs_3p5o,1_0019,5.67,5.4,6.29,5.33,377.3,0.0,76.7,4.14,213.5,4.0
220,10_4lzs_3u5j,1_0000,6.49,6.28,7.06,6.12,452.8,0.5,111.8,4.22,235.9,0.0
221,10_4lzs_3u5j,1_0001,6.38,6.15,6.91,6.07,460.4,0.0,96.7,3.88,226.3,0.0
222,10_4lzs_3u5j,1_0002,5.95,5.7,6.63,5.51,358.5,0.0,92.2,4.22,187.3,0.0
223,10_4lzs_3u5j,1_0003,6.07,5.84,6.61,5.75,352.1,0.0,110.5,4.22,252.6,0.0
224,10_4lzs_3u5j,1_0004,6.0,5.78,6.55,5.66,362.4,0.0,99.1,3.95,221.6,0.0
225,10_4lzs_3u5j,1_0005,5.92,5.68,6.49,5.58,338.4,0.4,95.4,3.95,216.8,0.0
226,10_4lzs_3u5j,1_0006,5.59,5.36,6.01,5.4,326.4,0.0,68.2,2.94,191.9,0.0
227,10_4lzs_3u5j,1_0007,5.75,5.39,6.49,5.36,308.6,0.5,76.5,4.22,190.8,0.0
228,10_4lzs_3u5j,1_0008,5.83,5.54,6.44,5.5,309.4,0.0,96.0,4.22,233.2,0.0
229,10_4lzs_3u5j,1_0009,5.63,5.17,6.49,5.23,308.0,0.6,52.0,4.22,156.2,0.0
230,10_4lzs_3u5j,1_0010,5.35,5.01,6.1,4.93,282.6,0.0,49.3,3.61,118.1,0.0
231,10_4lzs_3u5j,1_0011,5.55,5.31,6.06,5.29,308.0,0.0,70.7,3.25,183.5,0.0
232,10_4lzs_3u5j,1_0012,5.38,5.08,5.91,5.15,298.7,1.5,40.5,2.57,128.6,0.0
233,10_4lzs_3u5j,1_0013,4.89,4.46,5.89,4.3,172.7,0.0,37.0,4.22,71.5,0.0
234,10_4lzs_3u5j,1_0014,5.44,5.07,6.12,5.14,258.6,0.0,66.4,3.92,194.4,0.0
