,pdb_id,lig_id,Total_Score,Crash,Polar
84,187l,1_0000,4.7204,-0.1529,0.0
85,187l,1_0001,4.6382,-0.0979,0.0
86,187l,1_0002,4.5152,-0.0988,0.0
87,187l,1_0003,4.4808,-0.2579,0.0
88,187l,1_0004,4.435,-0.2939,0.0
89,187l,1_0005,4.3546,-0.1063,0.0
90,187l,1_0006,4.2026,-0.416,0.0
91,187l,1_0007,4.1613,-0.5239,0.0
92,187l,1_0008,3.9204,-0.4771,0.0
93,187l,1_0009,3.8944,-0.1067,0.0
94,187l,1_000x,3.59,-0.18,0.0
95,187l,1_0010,3.8395,-0.3084,0.0
96,187l,1_0011,3.8276,-0.1488,0.0
97,187l,1_0012,3.656,-0.3259,0.0
98,187l,1_0013,3.6073,-0.2876,0.0
99,187l,1_0014,3.5813,-0.1652,0.0
100,187l,1_0015,3.5465,-0.3701,0.0
101,187l,1_0016,3.4965,-0.2947,0.0
102,187l,1_0017,3.4621,-0.173,0.0
103,187l,1_0018,3.4368,-0.3929,0.0
104,187l,1_0019,3.4312,-0.4637,0.0
105,188l,1_0000,4.4695,-0.2294,0.0
106,188l,1_0001,4.4177,-0.2247,0.0
107,188l,1_0002,4.2966,-0.3118,0.0
108,188l,1_0003,4.2724,-0.3227,0.0
109,188l,1_0004,4.2288,-0.2775,0.0
110,188l,1_0005,4.1979,-0.4883,0.0
111,188l,1_0006,4.1357,-0.4108,0.0
112,188l,1_0007,4.1224,-0.4078,0.0
113,188l,1_0008,4.0787,-0.3781,0.0
114,188l,1_0009,4.0445,-0.4619,0.0
115,188l,1_000x,3.4,-0.18,0.0
116,188l,1_0010,3.9395,-0.2075,0.0
117,188l,1_0011,3.9213,-0.2268,0.0
118,188l,1_0012,3.9209,-0.238,0.0
119,188l,1_0013,3.9169,-0.2155,0.0
120,188l,1_0014,3.8882,-0.167,0.0
121,188l,1_0015,3.8859,-0.1667,0.0
122,188l,1_0016,3.8649,-0.8044,0.0
123,188l,1_0017,3.8319,-0.1806,0.0
124,188l,1_0018,3.7854,-0.4664,0.0
125,188l,1_0019,3.7742,-0.6948,0.0
126,1a1e,1_0000,8.9859,-2.3768,7.2649
127,1a1e,1_0001,8.7565,-1.2998,6.5674
128,1a1e,1_0002,8.4496,-1.6605,7.1466
129,1a1e,1_0003,8.2683,-2.7299,6.6503
130,1a1e,1_0004,8.1645,-1.1971,6.8119
131,1a1e,1_0005,8.0288,-1.1406,6.9205
132,1a1e,1_0006,7.7307,-1.3926,6.5234
133,1a1e,1_0007,7.6877,-1.6406,6.439
134,1a1e,1_0008,7.6551,-1.1695,6.2564
135,1a1e,1_0009,7.5893,-1.2764,6.8473
136,1a1e,1_000x,6.81,-1.48,6.45
137,1a1e,1_0010,7.5738,-1.1876,6.5609
138,1a1e,1_0011,7.5616,-1.8593,7.3916
139,1a1e,1_0012,7.5593,-1.2649,6.5535
140,1a1e,1_0013,7.5373,-1.0899,8.1529
141,1a1e,1_0014,7.5072,-2.3159,5.263
142,1a1e,1_0015,7.4993,-1.0975,6.6829
143,1a1e,1_0016,7.3723,-1.5068,6.3231
144,1a1e,1_0017,7.352,-1.542,6.2925
145,1a1e,1_0018,7.3351,-1.4618,6.204
146,1a1e,1_0019,7.3013,-1.7151,6.1398
147,1a28,1_0000,8.2331,-0.8265,1.0787
148,1a28,1_0001,7.9963,-0.5007,1.1264
149,1a28,1_0002,7.7018,-0.8282,1.1837
150,1a28,1_0003,7.5847,-0.7975,1.3392
151,1a28,1_0004,6.7045,-1.4008,1.1615
152,1a28,1_0005,5.7493,-1.2634,0.0747
153,1a28,1_0006,5.201,-2.0685,0.0001
154,1a28,1_0007,4.6283,-3.3074,0.007
155,1a28,1_0008,4.277,-3.2337,0.0
156,1a28,1_0009,4.2747,-2.8515,0.0182
157,1a28,1_000x,7.5,-0.62,0.93
158,1a28,1_0010,3.9623,-2.5781,0.0001
159,1a28,1_0011,3.1109,-3.9433,0.0021
160,1a28,1_0012,2.957,-4.2923,0.0
161,1a28,1_0013,2.7449,-4.1589,0.0035
162,1a28,1_0014,2.3513,-6.3189,1.038
163,1a28,1_0015,2.3096,-4.8492,0.0303
164,1a28,1_0016,2.2612,-4.347,0.0056
165,1a28,1_0017,1.933,-5.8706,0.0032
166,1a28,1_0018,1.9222,-3.8321,0.0001
167,1a28,1_0019,1.8783,-6.1132,0.0052
168,1a30,1_0000,11.2155,-1.2947,9.4243
169,1a30,1_0001,10.4269,-1.4398,8.8579
170,1a30,1_0002,10.0199,-1.4693,9.1292
171,1a30,1_0003,9.9289,-2.1102,10.0565
172,1a30,1_0004,9.8193,-1.6626,9.4259
173,1a30,1_0005,9.8101,-1.3856,8.9609
174,1a30,1_0006,9.7635,-2.1579,9.0919
175,1a30,1_0007,9.6607,-2.6442,10.2439
176,1a30,1_0008,9.5952,-1.3239,8.0179
177,1a30,1_0009,9.3105,-1.6223,8.9777
178,1a30,1_000x,7.56,-1.36,6.47
179,1a30,1_0010,9.2873,-1.8273,9.2276
180,1a30,1_0011,9.2657,-1.8459,10.1259
181,1a30,1_0012,9.2446,-1.3518,8.508
182,1a30,1_0013,9.2336,-2.0026,9.0135
183,1a30,1_0014,9.2226,-1.3975,7.9506
184,1a30,1_0015,9.1922,-1.1878,9.859
185,1a30,1_0016,9.1666,-1.5788,7.3436
186,1a30,1_0017,9.1572,-1.863,7.928
187,1a30,1_0018,9.1381,-1.2113,7.4277
188,1a30,1_0019,8.8998,-1.5328,9.6658
189,1a4k,1_0000,8.4493,-1.3005,3.1387
190,1a4k,1_0001,8.4392,-0.8938,3.3451
191,1a4k,1_0002,8.4319,-0.7519,3.4579
192,1a4k,1_0003,8.392,-0.7013,3.6677
193,1a4k,1_0004,8.3025,-0.9614,4.0074
194,1a4k,1_0005,8.2509,-0.6297,3.361
195,1a4k,1_0006,8.0111,-0.8525,3.3947
196,1a4k,1_0007,7.9716,-1.588,4.8035
197,1a4k,1_0008,7.8167,-1.6383,4.7457
198,1a4k,1_0009,7.7337,-0.5954,3.2243
199,1a4k,1_000x,6.63,-0.78,2.67
200,1a4k,1_0010,7.5503,-1.1756,1.7484
201,1a4k,1_0011,7.4714,-1.1213,2.5629
202,1a4k,1_0012,7.4299,-1.4342,2.4356
203,1a4k,1_0013,7.3747,-0.9632,1.1821
204,1a4k,1_0014,7.3105,-1.3409,2.4485
205,1a4k,1_0015,7.2639,-1.3647,1.2
206,1a4k,1_0016,7.2368,-1.3738,1.4101
207,1a4k,1_0017,7.1921,-0.8784,3.0387
208,1a4k,1_0018,7.0998,-0.851,1.8569
209,1a4k,1_0019,7.0346,-0.8478,1.1357
210,1a4r,1_0000,10.3614,-1.1953,9.3768
211,1a4r,1_0001,10.3265,-1.1108,9.1156
212,1a4r,1_0002,10.2762,-1.1564,8.9212
213,1a4r,1_0003,10.1347,-0.925,9.2507
214,1a4r,1_0004,9.8002,-0.6763,8.2649
215,1a4r,1_0005,9.7069,-1.0221,8.4692
216,1a4r,1_0006,9.6251,-0.5997,8.4867
217,1a4r,1_0007,9.5353,-0.7887,7.8893
218,1a4r,1_0008,9.4439,-0.9449,7.6536
219,1a4r,1_0009,9.3748,-1.1942,7.4763
220,1a4r,1_000x,8.33,-0.87,7.55
221,1a4r,1_0010,9.3322,-1.1108,8.6431
222,1a4r,1_0011,9.3162,-0.6167,8.1624
223,1a4r,1_0012,9.2899,-1.0325,8.8294
224,1a4r,1_0013,9.2558,-0.9268,8.4737
225,1a4r,1_0014,9.2162,-1.3402,8.6018
226,1a4r,1_0015,9.1519,-0.6857,7.804
227,1a4r,1_0016,8.8289,-1.3046,7.5336
228,1a4r,1_0017,8.6296,-0.7619,6.515
229,1a4r,1_0018,8.5305,-1.5012,8.2549
230,1a4r,1_0019,8.5,-2.3251,8.3066
231,1a4w,1_0000,11.5751,-2.2869,6.3432
232,1a4w,1_0001,11.1681,-1.4724,6.3375
233,1a4w,1_0002,11.1673,-2.2831,3.6478
234,1a4w,1_0003,10.8134,-1.6291,6.0908
235,1a4w,1_0004,10.7662,-2.0705,6.3381
236,1a4w,1_0005,10.2959,-2.278,6.3608
237,1a4w,1_0006,10.2422,-1.9742,5.1093
238,1a4w,1_0007,9.7777,-1.8016,4.7875
239,1a4w,1_0008,9.7311,-2.4279,3.6973
240,1a4w,1_0009,9.5934,-2.2029,5.1453
241,1a4w,1_000x,8.6,-1.77,4.66
242,1a4w,1_0010,9.5247,-2.3324,5.7374
243,1a4w,1_0011,9.5231,-2.115,5.652
244,1a4w,1_0012,9.3879,-1.9368,5.0409
245,1a4w,1_0013,9.2957,-1.7733,6.8466
246,1a4w,1_0014,9.2092,-2.3107,5.2194
247,1a4w,1_0015,9.1584,-2.5243,3.5177
248,1a4w,1_0016,9.1483,-2.0864,3.5753
249,1a4w,1_0017,9.0964,-1.8307,4.8167
250,1a4w,1_0018,8.9942,-2.4508,3.3126
251,1a4w,1_0019,8.9832,-1.8849,4.7437
252,1a69,1_0000,8.1114,-1.9628,6.576
253,1a69,1_0001,6.8597,-1.7788,3.8655
254,1a69,1_0002,6.7192,-1.8803,5.8726
255,1a69,1_0003,5.7227,-1.9883,3.9878
256,1a69,1_0004,5.6467,-2.7135,4.5356
257,1a69,1_0005,5.5674,-2.4553,5.3847
258,1a69,1_0006,5.5076,-0.9607,3.9588
259,1a69,1_0007,5.5068,-1.5286,4.2405
260,1a69,1_0008,5.3937,-1.5737,4.4939
261,1a69,1_0009,5.3761,-1.8103,4.2557
262,1a69,1_000x,3.23,-2.27,2.28
263,1a69,1_0010,5.2392,-1.5196,3.7736
264,1a69,1_0011,5.14,-1.1592,2.8402
265,1a69,1_0012,5.0262,-1.1629,3.4737
266,1a69,1_0013,4.8482,-2.0416,5.0436
267,1a69,1_0014,4.568,-2.2294,3.5941
268,1a69,1_0015,4.531,-1.5976,4.2987
269,1a69,1_0016,4.2213,-2.0481,3.6124
270,1a69,1_0017,4.1681,-2.7307,3.8964
271,1a69,1_0018,3.9201,-1.703,1.9988
272,1a69,1_0019,3.9134,-1.436,4.0031
273,1a8i,1_0000,9.6488,-0.8675,9.7235
274,1a8i,1_0001,9.3258,-0.9795,9.8014
275,1a8i,1_0002,8.7166,-0.6025,7.6111
276,1a8i,1_0003,7.4319,-0.9379,6.8632
277,1a8i,1_0004,7.3627,-0.9195,7.5844
278,1a8i,1_0005,7.1209,-2.0628,8.6121
279,1a8i,1_0006,6.8567,-0.9922,6.2667
280,1a8i,1_0007,6.754,-0.6175,5.878
281,1a8i,1_0008,6.5432,-0.7504,5.6614
282,1a8i,1_0009,6.1525,-0.913,6.1051
283,1a8i,1_000x,8.27,-0.73,7.33
284,1a8i,1_0010,6.0449,-2.4308,7.7464
285,1a8i,1_0011,5.9456,-1.8761,7.1002
286,1a8i,1_0012,5.8171,-1.5165,6.4443
287,1a8i,1_0013,5.6862,-1.8054,7.0822
288,1a8i,1_0014,5.629,-1.9865,6.089
289,1a8i,1_0015,5.5364,-2.916,5.9712
290,1a8i,1_0016,5.1239,-1.4458,4.6496
291,1a8i,1_0017,5.1215,-2.951,7.2752
292,1a8i,1_0018,4.9859,-1.2009,4.6135
293,1a8i,1_0019,4.8683,-1.4552,4.711
294,1a94,1_0000,19.5669,-3.5527,13.7395
295,1a94,1_0001,18.2084,-3.2194,12.6456
296,1a94,1_0002,17.3048,-3.674,13.2572
297,1a94,1_0003,17.2975,-3.738,12.5676
298,1a94,1_0004,17.0732,-4.2088,12.8347
299,1a94,1_0005,16.9225,-4.0509,10.9732
300,1a94,1_0006,16.7236,-3.6035,11.3677
301,1a94,1_0007,16.5666,-4.0755,12.3473
302,1a94,1_0008,16.5024,-4.0031,12.0076
303,1a94,1_0009,16.4682,-3.9823,12.7352
304,1a94,1_000x,13.09,-3.26,11.28
305,1a94,1_0010,16.2809,-4.5134,11.9465
306,1a94,1_0011,16.224,-3.9169,11.6622
307,1a94,1_0012,16.112,-4.2564,11.9799
308,1a94,1_0013,16.0889,-3.6646,11.2045
309,1a94,1_0014,15.9178,-4.0198,12.0504
310,1a94,1_0015,15.9123,-4.1609,12.0241
311,1a94,1_0016,15.886,-3.5546,11.1295
312,1a94,1_0017,15.8416,-4.0136,12.527
313,1a94,1_0018,15.5454,-3.9665,11.3394
314,1a94,1_0019,15.5106,-3.9661,12.033
315,1a99,1_0000,8.1437,-0.3364,5.0229
316,1a99,1_0001,8.121,-0.209,4.9745
317,1a99,1_0002,8.1128,-0.1972,4.9826
318,1a99,1_0003,8.0711,-0.0904,4.5448
319,1a99,1_0004,8.0483,-0.2344,4.8744
320,1a99,1_0005,8.0165,-0.3547,4.5562
321,1a99,1_0006,8.0112,-0.8134,5.5361
322,1a99,1_0007,7.9904,-0.825,5.5657
323,1a99,1_0008,7.9092,-0.4229,4.5531
324,1a99,1_0009,7.8599,-0.3814,4.6517
325,1a99,1_000x,6.86,-0.34,4.92
326,1a99,1_0010,7.7457,-0.6585,3.8082
327,1a99,1_0011,7.6886,-0.3158,4.788
328,1a99,1_0012,7.6548,-0.5212,3.3749
329,1a99,1_0013,7.6398,-0.3034,4.5317
330,1a99,1_0014,7.6378,-0.1875,4.5547
331,1a99,1_0015,7.4771,-0.949,4.448
332,1a99,1_0016,7.4281,-0.5716,4.3731
333,1a99,1_0017,7.3352,-0.3039,4.6625
334,1a99,1_0018,7.2102,-0.4663,1.7727
335,1a99,1_0019,7.1498,-0.5252,4.7739
336,1a9m,1_0000,16.392,-3.4678,11.6805
337,1a9m,1_0001,15.9015,-3.2386,9.9064
338,1a9m,1_0002,14.9554,-3.3247,10.1826
339,1a9m,1_0003,14.7357,-2.5233,9.249
340,1a9m,1_0004,14.6497,-4.3614,11.8944
341,1a9m,1_0005,14.5503,-3.571,9.711
342,1a9m,1_0006,14.3526,-3.1338,11.0809
343,1a9m,1_0007,14.3107,-2.2601,8.4048
344,1a9m,1_0008,14.2044,-3.2084,10.7552
345,1a9m,1_0009,14.0957,-3.6401,10.5748
346,1a9m,1_000x,11.48,-2.33,7.76
347,1a9m,1_0010,13.7342,-2.5839,10.2663
348,1a9m,1_0011,13.7332,-4.1778,9.3114
349,1a9m,1_0012,13.657,-2.6754,8.9644
350,1a9m,1_0013,13.2645,-2.926,11.5099
351,1a9m,1_0014,13.182,-3.5915,10.8828
352,1a9m,1_0015,12.9379,-2.2936,10.0579
353,1a9m,1_0016,12.8427,-2.5408,7.8934
354,1a9m,1_0017,12.7282,-4.7008,8.0691
355,1a9m,1_0018,12.5478,-4.2326,8.0483
356,1a9m,1_0019,12.4563,-2.5844,6.4083
357,1a9q,1_0000,5.8222,-0.1774,4.7469
358,1a9q,1_0001,3.9714,-0.2014,3.0619
359,1a9q,1_0002,3.8862,-0.6851,3.1148
360,1a9q,1_0003,3.6527,-0.4241,2.7758
361,1a9q,1_0004,3.521,-0.7285,2.3022
362,1a9q,1_0005,3.3653,-0.3492,1.6262
363,1a9q,1_0006,3.2983,-0.3408,2.2133
364,1a9q,1_0007,3.2917,-1.293,3.1143
365,1a9q,1_0008,2.9798,-0.1311,1.7066
366,1a9q,1_0009,2.9525,-0.295,1.4968
367,1a9q,1_000x,3.94,-0.22,3.05
368,1a9q,1_0010,2.9444,-0.1419,2.8086
369,1a9q,1_0011,2.934,-0.5703,2.5006
370,1a9q,1_0012,2.879,-0.1091,2.4229
371,1a9q,1_0013,2.7592,-0.6141,1.3879
372,1a9q,1_0014,2.7204,-0.3142,1.3332
373,1a9q,1_0015,2.6618,-0.4797,1.5703
374,1a9q,1_0016,2.6586,-0.2008,1.085
375,1a9q,1_0017,2.6258,-0.6873,1.0956
376,1a9q,1_0018,2.5813,-0.7884,1.6578
377,1a9q,1_0019,2.5186,-1.5237,2.5645
378,1aaq,1_0000,16.2335,-2.8156,9.2835
379,1aaq,1_0001,15.707,-1.6767,11.2843
380,1aaq,1_0002,15.4637,-2.299,10.2388
381,1aaq,1_0003,15.4567,-2.5969,10.0334
382,1aaq,1_0004,15.1922,-2.1408,9.4611
383,1aaq,1_0005,14.8837,-3.2465,9.1565
384,1aaq,1_0006,14.8674,-2.5515,9.3414
385,1aaq,1_0007,14.8607,-2.3567,11.3421
386,1aaq,1_0008,14.8202,-1.7864,12.5264
387,1aaq,1_0009,14.6393,-2.49,6.5596
388,1aaq,1_000x,13.01,-2.66,12.15
389,1aaq,1_0010,14.556,-2.8057,9.2587
390,1aaq,1_0011,14.5407,-2.1749,11.2144
391,1aaq,1_0012,14.4385,-2.8331,9.6681
392,1aaq,1_0013,14.3868,-2.8383,9.9727
393,1aaq,1_0014,14.2914,-1.4239,10.367
394,1aaq,1_0015,14.2095,-2.2725,10.0668
395,1aaq,1_0016,14.1098,-2.3017,7.9818
396,1aaq,1_0017,14.0901,-2.257,8.6633
397,1aaq,1_0018,14.0602,-2.6827,8.1574
398,1aaq,1_0019,14.0242,-2.2537,8.9041
399,1add,1_0000,11.1856,-1.1596,8.2081
400,1add,1_0001,10.1264,-1.2935,7.2052
401,1add,1_0002,8.7218,-2.1768,7.3505
402,1add,1_0003,8.641,-0.7905,5.43
403,1add,1_0004,7.7168,-1.2174,5.1002
404,1add,1_0005,7.6156,-0.9924,4.3765
405,1add,1_0006,7.2941,-1.5814,5.3633
406,1add,1_0007,7.2532,-1.8083,6.5994
407,1add,1_0008,6.8405,-1.8654,4.9957
408,1add,1_0009,6.275,-2.6459,3.1916
409,1add,1_000x,10.16,-1.21,7.69
410,1add,1_0010,6.1693,-2.235,2.2073
411,1add,1_0011,6.1033,-1.7447,4.3937
412,1add,1_0012,5.8533,-1.9895,2.5985
413,1add,1_0013,5.7752,-1.6619,4.1253
414,1add,1_0014,5.7696,-1.8787,4.2139
415,1add,1_0015,5.4031,-1.8036,3.801
416,1add,1_0016,5.0263,-1.6797,3.889
417,1add,1_0017,4.5262,-0.8443,3.1906
418,1add,1_0018,4.4742,-1.2173,2.7523
419,1add,1_0019,3.7657,-2.4669,2.2071
420,1adl,1_0000,10.0533,-1.2845,2.9476
421,1adl,1_0001,9.7151,-0.9343,3.6054
422,1adl,1_0002,9.3347,-0.8587,2.8924
423,1adl,1_0003,8.9769,-0.9689,3.6291
424,1adl,1_0004,8.8003,-0.6729,3.7632
425,1adl,1_0005,8.7809,-1.1679,3.5612
426,1adl,1_0006,8.7791,-1.2033,3.6668
427,1adl,1_0007,8.5011,-1.1274,3.6858
428,1adl,1_0008,8.4155,-1.6467,2.3238
429,1adl,1_0009,8.3353,-1.9748,2.8039
430,1adl,1_000x,5.34,-0.85,3.36
431,1adl,1_0010,8.3331,-0.9918,2.9201
432,1adl,1_0011,8.2361,-0.7903,3.7159
433,1adl,1_0012,8.2182,-1.2551,3.6128
434,1adl,1_0013,8.1795,-2.0355,3.4869
435,1adl,1_0014,8.1554,-0.9862,3.7008
436,1adl,1_0015,8.1239,-1.0287,3.4929
437,1adl,1_0016,8.1123,-1.0705,3.5403
438,1adl,1_0017,8.0367,-1.0944,2.9267
439,1adl,1_0018,8.0273,-0.8588,3.5219
440,1adl,1_0019,8.0011,-0.9686,3.6796
441,1ado,1_0000,6.8004,-0.998,8.6022
442,1ado,1_0001,5.788,-0.4927,6.7517
443,1ado,1_0002,5.7511,-0.6301,6.9915
444,1ado,1_0003,5.3424,-1.2118,7.0505
445,1ado,1_0004,5.3083,-1.1483,7.3723
446,1ado,1_0005,5.2959,-0.731,7.4197
447,1ado,1_0006,5.1938,-0.77,6.4334
448,1ado,1_0007,5.1767,-1.2954,7.0499
449,1ado,1_0008,5.1597,-0.4835,6.4495
450,1ado,1_0009,4.983,-0.6239,6.5819
451,1ado,1_000x,3.6,-0.62,3.27
452,1ado,1_0010,4.8745,-0.5823,6.3999
453,1ado,1_0011,4.8581,-0.4514,4.7117
454,1ado,1_0012,4.8522,-0.7495,5.9006
455,1ado,1_0013,4.8378,-0.7083,6.1023
456,1ado,1_0014,4.8207,-0.7808,6.0673
457,1ado,1_0015,4.7682,-0.6421,5.6265
458,1ado,1_0016,4.7585,-0.733,5.2061
459,1ado,1_0017,4.6451,-0.9208,5.4927
460,1ado,1_0018,4.6396,-0.565,6.2092
461,1ado,1_0019,4.6226,-1.442,6.3795
462,1afk,1_0000,11.065,-1.9414,10.5232
463,1afk,1_0001,10.7797,-1.1087,10.04
464,1afk,1_0002,10.7463,-0.8693,9.0313
465,1afk,1_0003,10.5924,-1.2536,9.8945
466,1afk,1_0004,10.5139,-0.8647,8.7867
467,1afk,1_0005,10.4835,-1.0295,8.8031
468,1afk,1_0006,10.4766,-0.9704,8.8533
469,1afk,1_0007,9.8815,-0.6646,9.8492
470,1afk,1_0008,9.8172,-0.9433,8.7043
471,1afk,1_0009,9.7802,-1.3957,9.5141
472,1afk,1_000x,9.59,-1.28,8.36
473,1afk,1_0010,9.7647,-1.1346,8.8504
474,1afk,1_0011,9.7317,-0.8323,8.0084
475,1afk,1_0012,9.6361,-0.9812,8.3469
476,1afk,1_0013,9.5974,-1.3871,8.196
477,1afk,1_0014,9.5043,-1.7778,9.1182
478,1afk,1_0015,9.429,-1.2716,7.9047
479,1afk,1_0016,9.4243,-1.2124,8.3762
480,1afk,1_0017,9.4178,-1.1945,7.865
481,1afk,1_0018,9.3365,-1.2795,7.7512
482,1afk,1_0019,9.3313,-1.3177,8.338
483,1afl,1_0000,8.0798,-0.9314,6.8646
484,1afl,1_0001,7.8098,-1.1267,7.1892
485,1afl,1_0002,7.7076,-0.8537,7.3272
486,1afl,1_0003,7.6567,-0.8694,7.1042
487,1afl,1_0004,7.5709,-1.1532,7.3136
488,1afl,1_0005,7.3302,-0.8754,7.0908
489,1afl,1_0006,7.3017,-1.0646,6.1931
490,1afl,1_0007,7.2334,-0.8747,7.1398
491,1afl,1_0008,7.1496,-0.8845,7.2053
492,1afl,1_0009,7.0006,-0.9009,6.788
493,1afl,1_000x,6.69,-1.47,6.8
494,1afl,1_0010,7.0005,-0.8368,7.3337
495,1afl,1_0011,6.9943,-0.9011,6.8615
496,1afl,1_0012,6.8981,-0.9968,6.8257
497,1afl,1_0013,6.5954,-0.9495,6.6314
498,1afl,1_0014,6.377,-0.918,5.306
499,1afl,1_0015,6.3102,-0.9217,5.3521
500,1afl,1_0016,6.2941,-1.0163,7.5736
501,1afl,1_0017,6.2383,-1.2457,5.944
502,1afl,1_0018,6.2144,-0.9127,5.3346
503,1afl,1_0019,6.1316,-0.8533,6.5661
504,1ai4,1_0000,5.1004,-0.2548,5.9995
505,1ai4,1_0001,4.9999,-0.3136,3.6634
506,1ai4,1_0002,4.8635,-0.0724,3.4689
507,1ai4,1_0003,4.3621,-0.6716,4.0587
508,1ai4,1_0004,4.1405,-0.4042,4.776
509,1ai4,1_0005,3.8739,-0.5191,4.6261
510,1ai4,1_0006,3.4726,-0.29,3.9688
511,1ai4,1_0007,3.4556,-0.1331,3.7626
512,1ai4,1_0008,3.4408,-0.1417,3.7809
513,1ai4,1_0009,3.4122,-0.2126,2.8058
514,1ai4,1_000x,3.99,-0.28,2.95
515,1ai4,1_0010,3.3702,-0.1474,3.7144
516,1ai4,1_0011,3.3612,-0.7954,5.3593
517,1ai4,1_0012,3.3078,-0.2701,0.0
518,1ai4,1_0013,3.2758,-0.231,3.7077
519,1ai4,1_0014,3.2738,-0.5627,5.0557
520,1ai4,1_0015,3.2686,-0.1545,3.705
521,1ai4,1_0016,3.2557,-0.2031,3.7454
522,1ai4,1_0017,3.2178,-0.2271,2.8095
523,1ai4,1_0018,3.1935,-0.1727,3.8289
524,1ai4,1_0019,3.1744,-0.1307,3.8094
