,pdb_id,lig_id,average_score,HPSCORE,HMSCORE,HSSCORE,VDW,HB,HP,HM,HS,RT
85,10_3p5o_4wiv,1_0010,6.4,6.08,6.93,6.19,471.4,0.0,83.9,3.82,243.3,0.0
86,10_3p5o_4wiv,1_0011,6.37,6.13,6.89,6.08,407.3,0.1,117.2,4.35,280.2,0.0
87,10_3p5o_4wiv,1_0012,6.24,5.93,6.83,5.95,374.8,0.8,106.0,4.35,267.1,0.0
88,10_3p5o_4wiv,1_0013,6.19,5.83,6.86,5.88,402.9,0.0,86.1,4.35,235.9,0.0
89,10_3p5o_4wiv,1_0014,6.35,6.12,6.88,6.07,405.3,0.0,116.9,4.35,279.0,0.0
90,10_3p5o_4wiv,1_0015,6.21,5.88,6.88,5.86,407.9,0.0,89.9,4.35,224.9,0.0
91,10_3p5o_4wiv,1_0016,6.2,5.91,6.87,5.81,404.9,0.0,94.4,4.35,215.9,0.0
92,10_3u5j_3p5o,1_0000,6.72,6.67,7.19,6.31,574.4,0.0,130.2,4.41,261.3,4.0
93,10_3u5j_3p5o,1_0001,6.69,6.51,7.28,6.28,558.6,1.6,110.8,4.41,240.1,4.0
94,10_3u5j_3p5o,1_0002,6.66,6.59,7.09,6.28,552.4,0.0,131.4,4.41,276.4,4.0
95,10_3u5j_3p5o,1_0003,6.75,6.69,7.17,6.38,571.2,0.0,134.0,4.41,283.0,4.0
96,10_3u5j_3p5o,1_0004,6.84,6.65,7.4,6.48,627.9,0.0,104.8,4.41,249.1,4.0
97,10_3u5j_3p5o,1_0005,6.66,6.6,7.11,6.27,557.4,0.0,130.7,4.41,267.5,4.0
98,10_3u5j_3p5o,1_0006,6.55,6.38,7.11,6.16,527.6,1.2,112.2,4.41,248.9,4.0
99,10_3u5j_3p5o,1_0007,6.49,6.33,7.08,6.05,538.9,0.4,106.5,4.41,224.5,4.0
100,10_3u5j_3p5o,1_0008,6.53,6.41,7.14,6.05,562.0,0.1,107.0,4.41,207.3,4.0
101,10_3u5j_3p5o,1_0009,6.51,6.33,7.12,6.08,527.6,1.2,106.6,4.41,227.6,4.0
102,10_3u5j_3p5o,1_0010,6.57,6.44,7.17,6.1,558.3,0.5,109.0,4.41,216.1,4.0
103,10_3u5j_3p5o,1_0011,6.55,6.39,7.13,6.13,561.4,0.0,105.4,4.41,228.9,4.0
104,10_3u5j_3p5o,1_0012,6.46,6.3,7.05,6.02,535.1,0.3,104.9,4.41,222.9,4.0
105,10_3u5j_3p5o,1_0013,6.41,6.25,7.03,5.95,534.5,0.1,101.5,4.41,208.7,4.0
106,10_3u5j_3p5o,1_0014,6.44,6.31,7.04,5.98,531.7,0.3,107.5,4.41,215.9,4.0
107,10_3u5j_3p5o,1_0015,6.21,6.07,6.85,5.69,480.3,0.4,103.6,4.41,193.1,4.0
108,10_3u5j_3p5o,1_0016,6.45,6.31,7.05,6.0,530.6,0.4,107.2,4.41,220.6,4.0
109,10_3u5j_3u5j,1_0000,6.61,6.45,7.06,6.3,466.0,0.0,127.8,4.22,276.9,0.0
110,10_3u5j_3u5j,1_0001,6.33,6.16,6.77,6.04,458.4,0.0,98.9,3.54,220.2,0.0
111,10_3u5j_3u5j,1_0002,6.42,6.3,6.86,6.11,415.3,0.0,133.6,4.22,279.9,0.0
112,10_3u5j_3u5j,1_0003,6.31,6.21,6.91,5.83,426.4,0.0,117.7,4.22,199.9,0.0
113,10_3u5j_3u5j,1_0004,6.32,6.13,6.91,5.93,428.6,0.0,108.0,4.22,221.8,0.0
114,10_3u5j_3u5j,1_0005,6.1,5.92,6.62,5.77,355.6,0.0,117.6,4.22,254.1,0.0
115,10_3u5j_3u5j,1_0006,6.04,5.75,6.72,5.63,380.7,0.0,87.7,4.22,194.9,0.0
116,10_3u5j_3u5j,1_0007,5.88,5.65,6.48,5.52,352.1,0.0,88.7,3.88,195.4,0.0
117,10_3u5j_3u5j,1_0008,5.73,5.4,6.46,5.34,315.4,0.0,77.7,4.22,187.7,0.0
118,10_3u5j_3u5j,1_0009,5.91,5.59,6.58,5.57,345.6,0.0,85.7,4.22,214.2,0.0
119,10_3u5j_3u5j,1_0010,5.77,5.47,6.49,5.35,322.2,0.0,81.8,4.22,182.8,0.0
120,10_3u5j_3u5j,1_0011,5.7,5.43,6.37,5.3,322.1,0.1,77.5,3.88,168.6,0.0
121,10_3u5j_3u5j,1_0012,5.84,5.51,6.56,5.45,341.3,0.0,78.4,4.22,188.8,0.0
122,10_3u5j_3u5j,1_0013,5.51,5.1,6.28,5.15,269.4,0.0,65.1,4.22,186.3,0.0
123,10_3u5j_3u5j,1_0014,5.52,5.15,6.28,5.14,269.2,0.0,69.7,4.22,183.3,0.0
124,10_3u5j_3u5j,1_0015,5.46,5.23,6.09,5.05,289.0,0.0,70.1,3.54,141.3,0.0
125,10_3u5j_3u5j,1_0016,5.53,5.09,6.29,5.21,272.5,0.0,62.3,4.22,196.9,0.0
126,10_3u5j_3u5j,1_0017,5.08,4.73,5.59,4.9,256.1,0.0,29.9,2.57,138.0,0.0
127,10_3u5j_4lzs,1_0000,5.73,5.63,5.86,5.69,390.5,1.9,65.6,1.65,188.4,1.0
128,10_3u5j_4lzs,1_0001,5.78,5.7,5.87,5.79,388.2,2.0,73.5,1.65,212.6,1.0
129,10_3u5j_4lzs,1_0002,5.73,5.68,5.79,5.74,374.7,1.8,78.1,1.65,218.6,1.0
130,10_3u5j_4lzs,1_0003,5.74,5.7,5.73,5.79,405.2,1.0,72.0,1.39,214.1,1.0
131,10_3u5j_4lzs,1_0004,5.66,5.6,5.7,5.68,364.0,1.3,76.5,1.65,223.2,1.0
132,10_3u5j_4lzs,1_0005,5.53,5.44,5.66,5.49,336.4,2.0,67.9,1.65,191.0,1.0
133,10_3u5j_4lzs,1_0006,5.68,5.61,5.73,5.7,373.5,1.2,74.0,1.65,219.9,1.0
134,10_3u5j_4lzs,1_0007,5.65,5.58,5.75,5.63,374.5,1.4,69.0,1.65,197.6,1.0
135,10_3u5j_4lzs,1_0008,5.7,5.64,5.77,5.7,387.1,1.1,71.8,1.65,206.9,1.0
136,10_3u5j_4lzs,1_0009,5.47,5.43,5.58,5.39,336.8,1.2,71.1,1.65,179.0,1.0
137,10_3u5j_4lzs,1_0010,5.55,5.48,5.6,5.58,348.0,1.0,73.3,1.65,218.9,1.0
138,10_3u5j_4lzs,1_0011,5.65,5.58,5.8,5.56,378.0,1.8,65.3,1.65,170.5,1.0
139,10_3u5j_4lzs,1_0012,5.72,5.71,5.64,5.82,409.3,1.0,70.6,1.12,219.1,1.0
140,10_3u5j_4lzs,1_0013,5.65,5.6,5.76,5.59,380.5,1.3,69.4,1.65,184.5,1.0
141,10_3u5j_4lzs,1_0014,5.54,5.5,5.6,5.51,359.9,0.5,72.8,1.65,198.5,1.0
142,10_3u5j_4lzs,1_0015,5.72,5.61,5.82,5.73,403.3,0.9,62.9,1.65,203.4,1.0
143,10_3u5j_4lzs,1_0016,5.46,5.43,5.5,5.46,345.2,0.0,74.3,1.65,209.7,1.0
144,10_3u5j_4lzs,1_0017,5.28,5.24,5.36,5.24,312.7,0.0,67.7,1.65,187.1,1.0
145,10_3u5j_4lzs,1_0018,5.08,4.95,5.22,5.07,273.7,0.2,52.3,1.65,181.2,1.0
146,10_3u5j_4lzs,1_0019,5.45,5.33,5.58,5.43,368.3,0.0,53.4,1.65,180.4,1.0
147,10_3u5j_4ogj,1_0000,6.73,6.56,7.03,6.59,584.6,1.2,113.3,3.83,320.1,5.0
148,10_3u5j_4ogj,1_0001,6.76,6.51,7.22,6.56,566.3,1.2,116.2,4.53,331.6,5.0
149,10_3u5j_4ogj,1_0002,6.56,6.15,7.24,6.28,537.5,1.3,88.1,4.84,289.8,5.0
150,10_3u5j_4ogj,1_0003,6.99,6.69,7.64,6.64,620.5,2.0,107.4,4.84,282.9,5.0
151,10_3u5j_4ogj,1_0004,6.68,6.29,7.5,6.25,580.0,0.8,87.9,5.2,248.7,5.0
152,10_3u5j_4ogj,1_0005,6.51,6.33,6.85,6.35,585.2,0.1,94.4,3.65,280.4,5.0
153,10_3u5j_4ogj,1_0006,6.65,6.34,7.3,6.32,608.6,0.2,84.0,4.55,248.4,5.0
154,10_3u5j_4ogj,1_0007,6.37,6.01,7.14,5.97,495.6,0.6,95.5,5.2,266.6,5.0
155,10_3u5j_4ogj,1_0008,6.72,6.41,7.32,6.43,575.8,0.5,105.0,4.86,303.2,5.0
156,10_3u5j_4ogj,1_0009,5.95,5.59,6.71,5.54,432.5,0.3,78.6,4.84,228.6,5.0
157,10_3u5j_4ogj,1_0010,6.49,6.09,7.12,6.26,561.2,0.1,78.1,4.6,282.2,5.0
158,10_3u5j_4ogj,1_0011,6.67,6.33,7.25,6.42,594.5,0.4,88.5,4.51,284.3,5.0
159,10_3u5j_4ogj,1_0012,6.04,5.74,6.57,5.81,451.7,0.6,85.2,4.19,270.7,5.0
160,10_3u5j_4ogj,1_0013,6.52,6.29,7.02,6.25,547.3,0.0,107.5,4.53,295.0,5.0
161,10_3u5j_4ogj,1_0014,6.71,6.47,7.09,6.56,583.5,0.0,110.9,4.32,337.3,5.0
162,10_3u5j_4ogj,1_0015,6.69,6.4,7.08,6.59,578.5,0.1,105.6,4.32,347.9,5.0
163,10_3u5j_4ogj,1_0016,6.35,5.96,7.21,5.87,485.3,0.4,95.8,5.56,256.9,5.0
164,10_3u5j_4ogj,1_0017,6.65,6.36,7.04,6.57,569.6,0.0,104.8,4.32,352.1,5.0
165,10_3u5j_4ogj,1_0018,6.42,6.04,7.12,6.09,504.2,0.0,98.7,5.22,300.0,5.0
166,10_3u5j_4ogj,1_0019,6.48,6.09,7.11,6.25,561.9,0.0,78.7,4.6,282.4,5.0
167,10_3u5j_4wiv,1_0000,6.85,6.67,7.5,6.37,537.9,1.0,113.3,4.35,203.6,0.0
168,10_3u5j_4wiv,1_0001,6.87,6.69,7.52,6.39,541.0,1.0,114.8,4.35,207.2,0.0
169,10_3u5j_4wiv,1_0002,6.71,6.38,7.24,6.51,530.3,1.0,85.2,3.75,247.5,0.0
170,10_3u5j_4wiv,1_0003,6.73,6.43,7.27,6.49,496.4,0.3,109.8,4.35,287.1,0.0
171,10_3u5j_4wiv,1_0004,6.72,6.39,7.24,6.52,531.0,1.0,85.2,3.75,249.0,0.0
172,10_3u5j_4wiv,1_0005,6.75,6.45,7.29,6.5,498.2,0.4,110.1,4.35,286.7,0.0
173,10_3u5j_4wiv,1_0006,6.49,6.28,6.99,6.21,435.4,0.0,122.0,4.35,285.1,0.0
174,10_3u5j_4wiv,1_0007,6.42,6.21,6.93,6.14,420.3,0.0,120.4,4.35,281.5,0.0
175,10_3u5j_4wiv,1_0008,6.41,6.17,6.95,6.12,423.5,0.1,115.0,4.35,273.5,0.0
176,10_3u5j_4wiv,1_0009,6.26,6.02,6.86,5.89,402.6,0.0,107.4,4.35,236.7,0.0
177,10_3u5j_4wiv,1_0010,6.21,5.9,6.83,5.9,392.7,0.0,98.4,4.35,250.3,0.0
178,10_3u5j_4wiv,1_0011,6.39,6.11,6.83,6.21,476.0,0.0,84.9,3.52,245.3,0.0
179,10_3u5j_4wiv,1_0012,6.42,6.12,6.95,6.2,476.1,0.0,85.7,3.82,241.9,0.0
180,10_3u5j_4wiv,1_0013,6.29,6.03,6.83,6.02,392.7,0.0,113.3,4.35,279.6,0.0
181,10_3u5j_4wiv,1_0014,6.34,6.11,6.92,6.0,438.1,0.2,101.2,4.09,226.0,0.0
182,10_3u5j_4wiv,1_0015,6.3,6.04,6.83,6.03,394.8,0.0,113.5,4.35,280.6,0.0
183,10_3u5j_4wiv,1_0016,6.17,5.85,6.87,5.78,402.7,0.1,87.8,4.35,208.4,0.0
184,10_4lzs_3p5o,1_0000,6.75,6.7,7.18,6.38,574.8,0.0,133.7,4.41,278.0,4.0
185,10_4lzs_3p5o,1_0001,6.81,6.73,7.21,6.48,581.3,0.0,134.3,4.41,297.4,4.0
186,10_4lzs_3p5o,1_0002,6.73,6.65,7.14,6.4,564.3,0.0,132.6,4.41,292.9,4.0
187,10_4lzs_3p5o,1_0003,6.66,6.49,7.24,6.24,556.5,1.3,111.3,4.41,238.9,4.0
188,10_4lzs_3p5o,1_0004,6.55,6.38,7.12,6.15,532.9,1.1,110.4,4.41,244.6,4.0
189,10_4lzs_3p5o,1_0005,6.85,6.67,7.42,6.47,633.3,0.0,103.9,4.41,243.1,4.0
190,10_4lzs_3p5o,1_0006,6.6,6.44,7.19,6.19,566.5,0.4,106.0,4.41,231.1,4.0
191,10_4lzs_3p5o,1_0007,6.52,6.35,7.11,6.1,531.3,1.0,108.2,4.41,234.2,4.0
192,10_4lzs_3p5o,1_0008,6.47,6.27,7.1,6.05,537.3,0.6,98.8,4.41,222.6,4.0
193,10_4lzs_3p5o,1_0009,6.68,6.52,7.26,6.27,581.9,0.4,107.4,4.41,235.5,4.0
194,10_4lzs_3p5o,1_0010,6.4,6.26,6.98,5.97,522.4,0.0,107.4,4.41,226.8,4.0
195,10_4lzs_3p5o,1_0011,6.46,6.3,6.99,6.09,522.9,0.1,112.4,4.41,256.8,4.0
196,10_4lzs_3p5o,1_0012,6.48,6.31,7.02,6.11,531.6,0.1,109.3,4.41,253.6,4.0
197,10_4lzs_3p5o,1_0013,6.34,6.19,6.97,5.86,521.3,0.0,100.4,4.41,202.0,4.0
198,10_4lzs_3p5o,1_0014,6.42,6.27,7.01,5.97,525.1,0.3,106.2,4.41,219.2,4.0
199,10_4lzs_3p5o,1_0015,5.97,5.7,6.51,5.71,460.2,0.5,70.3,3.74,216.1,4.0
200,10_4lzs_3p5o,1_0016,6.34,6.14,6.94,5.94,509.1,0.2,99.5,4.41,231.2,4.0
201,10_4lzs_3u5j,1_0000,6.62,6.48,7.07,6.31,467.8,0.0,130.0,4.22,277.4,0.0
202,10_4lzs_3u5j,1_0001,6.65,6.55,7.11,6.28,477.9,0.0,133.1,4.22,259.9,0.0
203,10_4lzs_3u5j,1_0002,6.3,5.99,6.95,5.97,436.7,0.0,89.5,4.22,224.1,0.0
204,10_4lzs_3u5j,1_0003,6.34,6.08,6.98,5.97,436.5,0.3,97.5,4.22,218.7,0.0
205,10_4lzs_3u5j,1_0004,6.31,5.99,6.96,5.97,439.8,0.0,88.2,4.22,220.0,0.0
206,10_4lzs_3u5j,1_0005,6.42,6.3,6.86,6.1,414.0,0.0,133.6,4.22,279.0,0.0
207,10_4lzs_3u5j,1_0006,6.39,6.2,6.97,5.99,442.9,0.0,110.0,4.22,222.5,0.0
208,10_4lzs_3u5j,1_0007,6.25,6.11,6.73,5.91,383.0,0.0,126.4,4.22,263.5,0.0
209,10_4lzs_3u5j,1_0008,6.24,6.0,6.88,5.83,421.3,0.0,96.6,4.22,205.1,0.0
210,10_4lzs_3u5j,1_0009,6.33,6.07,6.84,6.08,435.9,0.0,98.6,3.95,250.9,0.0
211,10_4lzs_3u5j,1_0010,6.2,5.96,6.85,5.79,413.4,0.0,95.7,4.22,202.7,0.0
212,10_4lzs_3u5j,1_0011,6.02,5.73,6.72,5.62,380.3,0.0,85.7,4.22,192.9,0.0
213,10_4lzs_3u5j,1_0012,5.95,5.68,6.63,5.55,357.7,0.0,90.1,4.22,197.1,0.0
214,10_4lzs_3u5j,1_0013,5.79,5.46,6.39,5.51,331.2,0.0,77.3,3.88,215.0,0.0
215,10_4lzs_3u5j,1_0014,5.66,5.4,6.23,5.34,321.6,0.0,74.9,3.54,181.7,0.0
216,10_4lzs_3u5j,1_0015,5.63,5.27,6.28,5.34,288.7,0.3,73.8,3.95,208.9,0.0
217,10_4lzs_3u5j,1_0016,5.86,5.61,6.4,5.56,326.9,0.0,95.8,3.95,231.7,0.0
218,10_4lzs_3u5j,1_0017,5.63,5.25,6.29,5.36,288.3,0.4,69.8,3.95,210.8,0.0
219,10_4lzs_3u5j,1_0018,5.61,5.29,6.25,5.3,286.9,0.0,77.4,3.95,204.7,0.0
220,10_4lzs_3u5j,1_0019,5.58,5.26,6.24,5.24,286.8,0.0,74.8,3.95,191.4,0.0
221,10_4lzs_4lzs,1_0000,5.78,5.73,5.8,5.82,405.3,1.7,70.7,1.39,208.9,1.0
222,10_4lzs_4lzs,1_0001,5.74,5.64,5.83,5.74,387.3,1.7,69.3,1.65,206.8,1.0
223,10_4lzs_4lzs,1_0002,5.74,5.67,5.8,5.76,384.5,1.5,74.7,1.65,217.9,1.0
224,10_4lzs_4lzs,1_0003,5.63,5.55,5.68,5.65,362.0,1.2,73.2,1.65,219.2,1.0
225,10_4lzs_4lzs,1_0004,5.73,5.72,5.65,5.82,409.3,1.1,71.4,1.12,214.9,1.0
226,10_4lzs_4lzs,1_0005,5.67,5.6,5.78,5.62,385.8,1.2,67.7,1.65,188.4,1.0
227,10_4lzs_4lzs,1_0006,5.7,5.64,5.75,5.69,376.7,1.4,76.0,1.65,212.6,1.0
228,10_4lzs_4lzs,1_0007,5.37,5.33,5.47,5.32,321.6,0.8,68.7,1.65,185.6,1.0
229,10_4lzs_4lzs,1_0008,5.63,5.56,5.77,5.57,379.0,1.4,65.0,1.65,177.0,1.0
230,10_4lzs_4lzs,1_0009,5.75,5.65,5.84,5.75,388.5,1.8,69.3,1.65,205.8,1.0
231,10_4lzs_4lzs,1_0010,5.6,5.54,5.7,5.56,371.4,1.0,68.4,1.65,190.0,1.0
232,10_4lzs_4lzs,1_0011,5.7,5.66,5.65,5.77,411.2,1.0,64.9,1.12,204.4,1.0
233,10_4lzs_4lzs,1_0012,5.41,5.33,5.45,5.44,321.7,0.5,71.1,1.65,220.1,1.0
234,10_4lzs_4lzs,1_0013,5.32,5.28,5.45,5.24,313.0,0.9,66.4,1.65,170.0,1.0
